study,age,gender,condition,recallText,possibleCareless,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,randomID,wave,playtimePrevWeek,playtimePrev2Weeks,playtimeNextWeek,playtimeNext2Weeks,game,umi_1,umi_2,umi_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24
study3piped,26,Man,NA,"'-I've been learning new routes for speedrunning.
-It is one of my favourite games in the last decade, especially given it belongs to my favourite genre (platformers).
-None really. I'm just waiting for more updates which are thankfully coming.",FALSE,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,6,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Pizza Tower,7,7,7,3,3,3,3,3,3,4,1,4,1,5,1,5,1,3,1,5,1,3,1,4,1,5,1,5,1,4,1,5,1
study3piped,27,Man,NA,"I've had fun when playing this game recently. I like it because I like wrestling, and the gaming experience is fun.
I don't have anything specific to point out so far in terms of improvement.",FALSE,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,WWE 2K23,7,7,7,3,3,3,3,3,3,5,1,3,1,5,1,4,1,3,1,5,1,3,1,3,1,5,1,5,1,3,1,4,1
study3piped,22,Man,NA,"I got in a few unbalanced matches but had fun most of the time. I like the flow of the game, the satisfaction of getting kills and helping the team. Anti cheat could be majorly improved, the game is infested with blatant and toxic cheaters.",FALSE,4,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,7,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,7,NA,NA,NA,3,NA,NA,2,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Team Fortress 2,6,7,7,2,1,1,0,2,1,4,2,4,1,4,2,4,2,3,1,4,2,4,1,4,1,4,2,5,1,4,2,3,1
study3piped,32,Man,NA,It's a realistic sports game with unique characteristics and graphics. I really like the colors and the details in the design that are included. The only aspect of the game I would like to see some improvement is an expansion for European teams to be included too,FALSE,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,5,NA,NA,NA,3,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NBA 2K23,7,5,6,2,1,2,0,1,0,4,1,3,2,4,2,3,2,2,2,4,1,3,2,3,1,4,2,4,2,3,4,4,1
study3piped,25,Woman,NA,"I like the game because it relaxes me, it expands my creativity and imagination. Makes me feel zen when I play it. It is quite expensive to have all the DLCs, and some gameplay bugs could be fixed, but it is a pretty great game.",FALSE,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,6,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,The Sims 4,7,7,7,3,3,2,3,3,3,5,1,2,1,4,1,3,1,3,1,4,1,4,2,1,1,4,1,4,1,1,1,4,1
study3piped,22,Man,NA,"I like the game because i can play with my friends,
I normally play ranked so i tryhard a bit.
My aim could definetly improve",FALSE,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,6,7,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,5,NA,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Valorant,7,7,7,2,1,1,3,3,3,4,1,4,1,3,3,5,1,3,1,5,2,4,2,4,1,5,1,4,1,4,1,4,1
study3piped,27,Woman,NA,"I was doing my fourth divine beast, the one on the mountain.",FALSE,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,6,NA,NA,NA,1,NA,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Breath of the Wild,7,7,7,1,-1,-2,3,3,3,4,2,3,1,4,2,4,2,4,1,4,4,4,2,3,1,4,3,4,1,4,1,4,2
study3piped,23,Man,NA,It can be frustating but its fun,FALSE,5,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,6,NA,NA,NA,5,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,League of Legends,5,6,5,1,1,2,1,2,2,4,3,2,4,4,2,3,3,2,3,4,3,3,3,2,3,4,2,3,4,2,3,3,2
study3piped,23,Man,NA,"When I last played FIFA, I started out a new 'Career Mode' save, in which I aimed to take the Portuguese club Vitória SC to the very top of European Football.
I like the above game because it allows me to manage different football clubs and watch players turn themselves into world-beaters.
In my opinion, some aspects that can be improved are the overall realism of the game and the somewhat repetitive gameplay by the AI.",FALSE,5,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,4,NA,5,NA,NA,NA,2,NA,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,FIFA,7,7,7,1,1,-1,1,2,1,3,3,2,1,3,3,3,3,2,1,3,3,3,2,2,1,3,4,4,2,2,3,3,2
study3piped,23,Man,NA,"i won a game
because it's a filler for my everyday tasks
patches could by more tailored",FALSE,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,teamfight tactics,5,3,6,1,1,-1,1,1,1,2,2,1,2,3,3,3,2,3,1,3,2,3,2,2,1,4,1,3,2,2,2,4,4
study3piped,21,Man,NA,"When i played recently i did a drift session, i like this game because it's realistic, i don't think the game has any aspects to be improved.",FALSE,7,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,7,NA,7,NA,NA,NA,4,NA,NA,6,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Assetto Corsa,6,4,6,-1,1,1,1,2,-1,1,4,5,5,3,2,4,3,4,3,4,1,5,5,5,3,4,3,1,4,3,2,4,3
study3piped,35,Man,NA,"Most recently, I played an intense match against my friend online. It was a close game, but I managed to score a last-minute goal and win the match. It was really satisfying to see my hard work pay off.

I like FIFA 21 because it offers a very immersive football experience. The game has realistic graphics and animations, and it's really fun to control your favourite team and players on the field. I also appreciate the variety of game modes available, including Ultimate Team, Career Mode, and Volta Football.

One aspect that could be improved is the gameplay balance. Sometimes it feels like certain teams or players have an unfair advantage, which can be frustrating. Additionally, some of the game modes can become repetitive after a while, so more variety in terms of challenges and objectives would be welcome.





",FALSE,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,FIFA 21,5,5,5,1,1,0,1,1,1,2,2,3,2,4,2,3,2,3,2,4,3,4,2,4,2,4,2,4,2,4,2,4,2
study3piped,20,Man,NA,"I felt happy because i played with my girlfriend. I think its a funny game, and can be enjoyed easily. Its easy to play and for now i dont know what to do that could improve the game experience.",FALSE,6,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,6,6,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,5,NA,NA,NA,4,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,It takes two,6,6,6,1,1,0,1,-1,1,2,2,5,1,4,3,3,1,4,2,4,2,3,2,5,2,4,2,4,1,5,1,4,1
study3piped,29,Man,NA,"The game is a lot of fun, and a lot of the things happen while playing, since it is an open world adventure game with a lot of mechanics that make it feel alive.

What i like about the game is the feeling of exploration and discovery, there are dozens of different ways to interact with the environment. Even the puzzles could be completed in different ways.

The game overall, is pretty well developed, and the only things that could be improved is probably in the graphic department (Even though i think, artistically, the game is perfect)",TRUE,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,7,NA,5,NA,NA,NA,2,NA,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Legend of Zelda: Breath of The Wild,7,7,7,2,2,2,3,2,2,4,2,3,2,4,2,3,2,3,3,3,2,4,3,4,2,4,1,4,2,4,3,4,2
study3piped,26,Man,NA,"It´s an online tactical shooter game. I like the game because of it's realism, and could be improved if it had more playable vehicles",FALSE,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,7,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,NA,5,NA,6,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Rising Storm Vietnam,6,6,7,1,1,1,1,1,1,3,3,3,1,3,2,2,1,1,1,3,2,2,2,1,1,3,1,2,3,3,1,2,2
study3piped,31,Man,NA,"My last three matches were a roaring success. The biggest selling point is the staggering amount of vehicles, both land and aircraft that the game has. The game is free to play but extremely content rich. The monetisation could be improved, and the progress grind can get on your nerves if you don't pace yourself.",FALSE,6,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,3,4,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,War Thunder,5,5,5,0,1,1,1,-2,-2,2,4,3,1,5,4,3,5,4,1,4,3,4,1,3,1,3,5,3,3,2,1,4,4
study3piped,26,Man,NA,"I have been trying to get a legendary (highest tier) accessory which is obtained by completing numerous achievements in specific maps in the game. Occasionally random events happen and organised group events also happen, such as raids or other guild events. 

What I enjoy most about the game is the ""horizontal progression"", which means that upon reaching the maximum level (80) of a character, this progress will not be diminished by future releases, rather new content simply adds on to your characters and what they can do, which is different to most MMOs where generally new content means older content is less or no longer relevant.

The game is of course by no means perfect, and a lot of the menus and navigation seems very dated compared to other games, and the lack of addons available mean you can see or analyze your performance a lot less compared to other games. This can definitely take some getting used to and is certainly frustrating at times",FALSE,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,3,NA,7,NA,NA,NA,1,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Guild Wars 2,7,7,7,2,2,3,3,3,3,2,2,2,3,4,2,4,3,3,1,4,2,4,4,3,4,4,2,4,2,3,3,4,2
study3piped,24,Man,NA,"Genshin Impact is a game I play daily. The world is beautiful, and it's very fun to explore it and create combinations of different characters. The gameplay is also very unique.
In terms of improvement, I would make the grinding better. The percentage drops of certain artifacts are so low that you need to the same ""dungeon"" everyday for weeks to get the right item",FALSE,3,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,7,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Genshin Impact,7,7,7,3,3,3,3,3,3,5,1,1,2,4,1,3,1,2,1,4,1,4,3,1,1,5,1,4,1,3,2,4,1
study3piped,23,Man,NA,"Had a very crappy game and ended up slightly upset.
It is very fun to play with game and is very complex, combining teamplay with individual skill.
Communication in team when playing with randoms and better learning curve",FALSE,7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,6,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,League of Legends,6,6,5,1,1,2,2,2,1,4,2,4,1,3,3,3,2,4,1,4,4,4,4,4,2,3,4,4,2,4,3,4,2
study3piped,43,Man,NA,"I like the open world experience and that I can do whatever I like at my own pace.
It felt good sometimes just to explore things.
It could improve in terms of variety of missions.",FALSE,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,4,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Horizon Forbidden West,7,6,6,3,2,-2,3,3,3,5,3,1,1,4,3,3,2,1,1,4,1,3,1,1,1,4,1,3,2,1,1,4,1
study3piped,22,Man,NA,"I played with my friends in a quad lobby and we won the game and I had 17 kills in the match.

COD is my favourite franchise. I like the game because of the gunplay.

Servers, movement, TTK could be improved.",TRUE,4,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Call of Duty Modern Warfare 2 - Warzone,5,5,5,3,3,1,1,2,3,3,5,3,4,4,4,5,3,5,2,3,4,4,3,1,3,4,1,4,4,2,4,4,1
study3piped,24,Man,NA,"I searched for all collectibles in some maps of the game

I like the game because i love the borderlands style and it's fun shooting at things that drop loot

The weapons could have been more ""singular"" and iconic",FALSE,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,6,6,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,7,NA,4,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Tiny Tina's Wonderlands,7,6,7,1,1,0,1,2,2,3,2,3,1,4,2,3,1,3,1,4,1,4,1,4,2,3,1,4,1,4,4,4,3
study3piped,32,Man,NA,"I have fun enjoying the Easter eggs.
I like the game because i like the western story.
The only matter that can  be improved is the fact that sometimes it is a horse ridding simulator.",FALSE,6,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,5,NA,NA,1,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Red Dead Redemption 2,7,7,7,2,2,2,2,2,2,2,4,4,1,2,3,4,2,3,3,5,2,3,3,3,4,4,5,3,1,2,2,5,2
study3piped,23,Man,NA,When I played most recently I completed the story of the game. The things I like about the game are the main characters and the stories of them. The relations between the main characters are few and coud be improved.,FALSE,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,4,NA,NA,1,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Octopath Traveler 2,7,7,7,2,3,2,2,1,1,4,2,4,4,4,4,4,2,3,2,4,2,4,1,3,2,5,2,5,2,4,2,4,4
study3piped,29,Man,NA,"The game is a cinematic story game I've been playing through with my wife (I play, she watches). I like the game because the characters are fun and relatable, the gameplay (fighting) is fluid and rewarding, and the game balances its tone well between serious and silly. Last time we played, we completed the main story and moved onto the DLC story.
It's hard to say what could be improved, but I felt the story fell off a bit in the final few chapters - it lost its detective focus and the motivations of the main characters seemed uncharacteristic.",FALSE,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,6,5,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,7,NA,NA,NA,1,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Lost Judgment,7,7,7,2,2,2,1,1,1,3,3,3,1,3,1,3,3,2,1,4,1,2,2,4,1,4,1,4,1,4,3,3,1
study3piped,28,Man,NA,"'- I was exploring the castle and doing side missions.
- I am an Harry Potter fan and I enjoy open world games.
- The enemy variety could be improved. The combat is good but it can get repetitive, and the main story is not that exciting.",FALSE,2,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,5,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,4,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Hogwars Legacy,6,5,5,3,3,3,3,1,-1,1,4,2,2,3,1,3,2,1,1,3,2,3,2,1,2,3,1,3,3,2,4,3,1
study3piped,22,Woman,NA,"In this 5v5 first person shooter videogame you must either plant a bomb or defend your site so the enemy team doesn't plant. Recently I experienced three consecutively loses in competitive games. 
I enjoy the game because it challenges my skill and I feel like I have a lot of space to improve, incluiding learning new mechanics and abilities. 
This game suffers a lot from really toxic people, making the game not as enjoyable and sometimes it doesn't allow for a safe environment for women to comfortably play. I also can't help but point out the amount of smurfs (people who create new accounts to play against players who are lower in rank than they are, making it easier to rank up). This creates a terrible experience for people who really want to try to slowly get better.",TRUE,2,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,6,NA,NA,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,7,NA,NA,NA,7,NA,NA,1,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Valorant,5,3,6,3,3,1,3,3,2,4,5,1,5,4,5,5,3,1,2,4,5,1,5,4,5,3,5,4,4,1,5,5,5
study3piped,22,Man,NA,"It's a fun competitive FPS game where I can meet new people. Pretty much everything in this game is perfect, the gameplay, the community, the maps, etc...
If I was to change anything in this game it would probably be the servers(but they are going to do this in the next update)",TRUE,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,3,4,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,5,NA,7,NA,NA,NA,1,NA,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Counter Strike Global Offensive,7,7,7,2,1,0,-3,-2,1,1,4,1,1,4,1,5,2,1,1,4,3,3,3,1,1,1,2,5,3,1,1,4,1
study3piped,23,Woman,NA,"I keep losing but there is a competitive feel about the game which makes me always come back, I like the game, its fun to play once you grab a hold of the mechanics and champions in it. The aspects that could be improved are the client of the game itself, it creats a lot of problems for users and the community itself, but its hard to change a community..",FALSE,3,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,6,7,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,6,NA,NA,6,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,League of legends,6,4,6,-1,0,1,1,2,1,2,2,2,2,3,4,3,2,2,4,3,4,2,4,2,4,4,4,2,2,2,3,2,4
