randomID,wave,country,timeZone,age,years_over18,gender,employment,eduLevel,RecordedDate,duration,confounds,extraversion,agreeableness,conscientiousness,negEmotionality,openmindedness,igd,autoSatGen,autoFrusGen,compSatGen,compFrusGen,relSatGen,relFrusGen,needSatGen,needFrusGen,autoSatGames,autoFrusGames,compSatGames,compFrusGames,relSatGames,relFrusGames,needSatGames,needFrusGames,negAffect,posAffect,dep,genWb,playtimePrevDay,playtimePrevWeek,playtimePrev2Weeks,playtimeNextDay,playtimeNextWeek,playtimeNext2Weeks,playtimeWholeStudy,playtimeHomePrevDay,playtimeHomePrevWeek,playtimeHomePrev2Weeks,playtimeHomeNextDay,playtimeHomeNextWeek,playtimeHomeNext2Weeks,playtimeHomeWholeStudy,srPlayDay,srPlayWeek,srPlay2Weeks,displacement,isDropped,isInactive,isUntrustworthy,isCareless,failedAttentionCheck,otherPeopleShare,xboxShare,xboxShareWholeStudy,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_11,bfi_12,bfi_13,bfi_14,bfi_15,igd_1,igd_2,igd_3,igd_4,igd_5,igd_6,igd_7,igd_8,igd_9,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24,bang_1,bang_2,bang_3,bang_4,bang_5,bang_6,bang_7,bang_8,bang_9,bang_10,bang_11,bang_12,bang_13,bang_14,bang_15,bang_16,bang_17,bang_18,bang_19,bang_20,bang_21,bang_22,bang_23,bang_24,dep_1,dep_2,dep_3,dep_4,dep_5,dep_6,dep_7,dep_8,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14,displace_1,displace_2,displace_3,displace_4,affect_1,affect_2,affect_3,affect_4,affect_5,affect_6,affect_7,affect_8,affect_9,affect_10,playtimePrevWeek_lag1,playtimePrev2Weeks_lag1,playtimeHomePrevWeek_lag1,playtimeHomePrev2Weeks_lag1
8009360,1,United Kingdom,NA,41,23,Man,Working full-time,Completed Secondary School,2023-02-13T17:03:02Z,877,No,NA,NA,NA,NA,NA,NA,3.5,3.75,4,2.25,4,2.25,3.8333333333333335,2.75,6,4,5.666666666666667,4.333333333333333,3,3.6666666666666665,4.888888888888889,3.9999999999999996,1,2.6,1.809090909090909,3.7857142857142856,NA,NA,NA,0,5.535714285714286,4.892857142857142,0,NA,NA,NA,0.4166666666666667,5.797619047619048,5.077380952380952,0,180,1200,2400,5.75,FALSE,FALSE,FALSE,FALSE,TRUE,NA,100,NA,5,4,3,5,2,3,3,4,5,2,1,4,1,1,4,5,3,5,2,4,1,1,4,1,3,4,5,3,4,3,4,4,4,1,5,2,4,3,3,4,4,1,3,4,4,1,3,3,5,7,6,6,4,3,5,4,7,5,5,5,5,2,6,6,3,7,4,2,5,1,5,1,1,1,1,1,1,1,1,2,4,4,3,3,4,4,4,4,3,4,3,4,5,4,6,5,6,6,3,3,2,3,2,1,1,1,1,1,NA,NA,NA,NA
2516982,3,United Kingdom,British Time (UK),30,12,Man,Working full-time,Vocational or Similar,2023-03-16T19:51:41Z,535,NA,3.6666666666666665,3.6666666666666665,4,4.333333333333333,3.3333333333333335,1.7777777777777777,3,3.5,4.25,2.75,3.75,2.25,3.6666666666666665,2.8333333333333335,5.666666666666667,1.3333333333333333,5.333333333333333,2.6666666666666665,3,4.666666666666667,4.666666666666667,2.8888888888888893,1,2.6,2.8181818181818183,3.2857142857142856,1.6666666666666667,3.448373015873016,1.9642857142857144,1.2780555555555557,1.715136476426799,1.8040188538824116,0,1.6666666666666667,3.5436111111111113,2.047619047619048,1.361388888888889,1.7627791563275435,1.9350037211610025,0,180,1500,3000,2.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,3,2,4,4,3,4,3,4,3,4,2,4,3,3,4,4,2,5,2,6,5,4,6,2,1,1,5,5,5,6,5,2,4,2,2,4,4,1,4,6,4,4,4,2,3,1,3,2,3,3,2,2,4,3,4,3,3,2,4,4,3,3,4,3,4,1,4,4,1,2,4,4,2,1,1,1,1,1,1,0.49210317460317465,2.536343339121806,0.563531746031746,2.5720664847432397
4730938,5,United Kingdom,NA,26,8,Man,Working full-time,University Bachelors Degree,NA,NA,NA,4,4.333333333333333,4,3.3333333333333335,4,1.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4901184,1,United Kingdom,NA,22,4,Man,Unemployed and looking for work,Completed Secondary School,2023-02-13T17:03:09Z,843,NA,NA,NA,NA,NA,NA,NA,4.5,1.5,4.5,2,5,1.75,4.666666666666667,1.75,6.666666666666667,1,7,1,6.333333333333333,3,6.666666666666667,1.6666666666666667,1,1.4,1.1090909090909087,3.9285714285714284,NA,NA,NA,11.780833333333334,7.540119047619048,4.389107142857143,0,NA,NA,NA,11.9475,8.432976190476191,4.984345238095239,0,1270,5678,36023,1,FALSE,FALSE,FALSE,TRUE,FALSE,NA,100,NA,5,4,4,5,1,3,3,2,4,3,2,3,4,3,4,3,1,5,1,1,1,1,4,1,5,3,5,1,5,5,4,1,5,1,4,1,4,1,5,1,5,1,5,1,5,4,4,1,7,6,7,7,1,1,1,1,7,7,7,7,1,1,1,1,6,7,6,7,1,1,7,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,5,5,5,3,4,3,5,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,NA,NA,NA,NA
4028693,3,United States,Pacific Time (US),25,7,Man,Working part-time,Some Secondary,2023-03-18T19:07:11Z,340,I am preparing to move to a new apartment and it's affected my mental state and gaming behaviours.,3.3333333333333335,2.3333333333333335,4.333333333333333,3.6666666666666665,4,2.3333333333333335,4.25,4,4,3,5,1.25,4.416666666666667,2.75,3.6666666666666665,5.666666666666667,5,3.6666666666666665,5.666666666666667,2,4.777777777777778,3.777777777777778,1.8,4,2.454545454545455,3.4285714285714284,6.166666666666667,3.9166666666666665,3.142857142857143,7,3.3640099255583125,4.587070205904242,0,8.833333333333334,4.607142857142858,4.0059523809523805,9.703055555555554,4.1739354838709675,5.087194244604317,0,480,1800,3600,2.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,95,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,4,3,5,4,5,1,4,3,4,4,5,2,4,2,4,4,5,1,4,4,3,3,3,5,7,5,5,6,5,5,5,5,5,4,2,3,5,6,7,5,1,1,4,2,1,1,2,2,2,2,2,2,4,2,2,4,4,3,5,4,3,4,3,4,3,3,1,1,1,6,4,4,4,4,4,2,4,1,1,1,2.3690476190476195,1.8635574299181346,3.4047619047619047,2.095757876457455
6597955,5,United States,Eastern Time (US),23,5,Man,Working full-time,Some University but no degree,2023-04-20T03:38:23Z,618,NA,2.3333333333333335,3.3333333333333335,3.6666666666666665,4.333333333333333,2.6666666666666665,1.3333333333333333,3.25,1.75,5,1,4.25,1,4.166666666666667,1.25,5,3.3333333333333335,6.666666666666667,5.333333333333333,2,1,4.555555555555556,3.222222222222222,1,2.8,1.6909090909090911,4,0,0.3271075214538112,0.9727295471603703,0,0,0,0,0,0.3876829883897022,1.0267700775581685,0,0,0,0,30,480,1200,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,1,5,1,3,2,4,1,5,1,3,1,5,1,5,1,4,2,3,1,5,1,4,5,4,6,4,5,1,1,7,7,6,4,5,5,6,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,2,1,3,3,5,5,3,5,2,5,4,4,4,5,3,5,1,2,5,5,1,5,4,1,3,1,1,1,1,1,1.607142857142857,1.8095238095238098,1.6547619047619047,2.3809523809523805
5032078,1,United Kingdom,NA,40,22,Man,Working full-time,University Bachelors Degree,2023-02-13T17:03:17Z,1279,"I have been unable to leave my home for 6 weeks due to surgery, had my 40th birthday and my girlfriend lost her job.
I have felt fairly depressed at feeling locked in and that, what was supposed to be a major birthday, pretty much went by with nobody noticing.
Gaming is serving as a bit of a distraction really. I am playing a lot more than normal but I don't always find myself engaging with it too much. If I'm playing something with cut scenes I tend to just skip through them to get to bits where I'm meant to do something.",NA,NA,NA,NA,NA,NA,3,3.25,1.5,4.75,2.75,3.75,2.4166666666666665,3.9166666666666665,4.666666666666667,5,5,3.3333333333333335,2,2,3.8888888888888893,3.4444444444444446,2.6,1,3.854545454545455,2,NA,NA,NA,2.75,2.3690476190476195,1.6607142857142856,0,NA,NA,NA,2.75,2.488095238095238,1.767857142857143,0,180,600,1200,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,4,1,1,4,3,2,4,5,3,5,5,2,3,3,4,2,2,2,2,2,1,1,3,1,3,4,3,4,2,5,3,3,2,4,2,5,3,3,2,3,1,5,3,3,4,4,1,4,5,5,5,4,4,6,5,6,5,5,5,3,4,2,4,3,1,3,4,1,1,4,1,1,4,4,4,5,3,4,4,4,2,3,2,2,2,3,2,1,3,2,1,2,2,1,4,4,4,4,1,1,1,1,1,2,2,3,3,3,NA,NA,NA,NA
5484031,3,United Kingdom,British Time (UK),43,25,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-03-17T20:08:19Z,669,NA,2.3333333333333335,4,3.3333333333333335,3,2.3333333333333335,2.5555555555555554,3.5,2,4.75,1.25,3.5,2,3.9166666666666665,1.75,6,4,6.333333333333333,1.6666666666666667,4,2.3333333333333335,5.444444444444444,2.6666666666666665,1,3.4,2.4181818181818184,3.642857142857143,3.611388888888889,2.4404761904761907,1.9761904761904765,0.8886111111111111,2.1756426799007444,2.5720664847432397,0,3.611388888888889,2.642857142857143,2.0952380952380953,0.8886111111111111,2.1875533498759308,2.6554204911932526,0,300,1200,3000,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,5,1,3,4,4,2,5,2,3,2,3,2,4,1,4,1,3,3,5,1,6,6,5,6,5,2,5,3,7,6,6,6,1,2,2,2,4,4,4,4,2,2,3,4,1,2,1,3,2,2,3,1,4,4,3,4,3,4,4,3,3,4,4,4,3,4,1,1,1,2,4,4,4,2,3,1,1,1,1,1,1.511904761904762,2.4113123294467877,1.5476190476190477,2.8935747953361446
2958813,5,United Kingdom,British Time (UK),27,9,Man,I work full time and I also study part time at postgrad level.,University Bachelors Degree,2023-04-16T16:48:01Z,325,Just university work as usual. Nearly finished this module!,2.3333333333333335,4.666666666666667,5,3,3.3333333333333335,1.1111111111111112,4,2.5,4,1.75,4.5,1,4.166666666666667,1.75,1,1,1,1,1,1,1,1,1.4,3.8,1.1090909090909087,4,0,0,0,0,0,0,0,0,0.02382133995037221,0.011907715207144629,0,0,0,0,0,0,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,4,2,4,2,5,1,4,2,4,2,5,1,4,1,4,3,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,5,4,1,1,1,1,3,4,4,4,4,1,1,1,2,2,0,0,0,0
1184221,1,United Kingdom,NA,37,19,Man,Working full-time,Completed Secondary School,2023-02-13T17:03:29Z,1318,NA,NA,NA,NA,NA,NA,NA,2,4.5,2.75,4.5,3.75,2.75,2.8333333333333335,3.9166666666666665,7,6,6.333333333333333,3.3333333333333335,4.666666666666667,3,6,4.111111111111112,1.8,2.6,3.7,2.7142857142857144,NA,NA,NA,0,4.083333333333333,4.4642857142857135,0,NA,NA,NA,0.08333333333333333,5.083333333333333,6.190476190476191,0,480,720,2280,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,4,3,2,2,5,2,5,5,3,2,5,3,4,1,4,5,3,5,2,3,2,1,5,1,2,5,3,1,2,4,2,4,4,2,2,4,2,5,4,4,3,5,2,4,4,4,4,5,7,7,7,7,4,7,7,5,5,7,7,7,1,5,4,7,5,5,5,4,1,4,4,4,4,2,4,4,4,3,4,4,2,2,2,4,3,3,3,2,4,3,2,2,4,2,1,1,1,4,1,5,5,1,1,2,2,1,3,1,NA,NA,NA,NA
2257234,3,United Kingdom,British Time (UK),41,23,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-03-16T18:40:25Z,412,Continued difficulties with spouse,3.6666666666666665,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.6666666666666665,1.4444444444444444,3.5,3.25,4,2.5,2,4.25,3.1666666666666665,3.3333333333333335,4.333333333333333,4,4,2.6666666666666665,1.6666666666666667,2.6666666666666665,3.3333333333333326,3.1111111111111107,1.6,2.2,3.363636363636364,2.857142857142857,0,0.9166666666666666,0.5059523809523809,0,0,0.21433887372860333,0,0,1.142857142857143,0.619047619047619,0,0,0.21433887372860333,0,30,240,480,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,4,1,4,3,2,4,4,3,3,4,2,4,4,2,3,3,2,5,4,4,5,5,6,3,5,5,2,1,4,5,3,4,1,4,3,1,3,3,1,1,2,5,1,5,3,3,2,4,3,4,4,3,3,3,2,4,2,3,3,3,3,3,3,3,2,3,2,2,3,5,3,2,3,1,2,1,2,2,2,1,0.09523809523809522,0.8092284792855371,0.09523809523809522,0.8925824857355494
1604123,5,United Kingdom,British Time (UK),32,14,Man,Working full-time,University Bachelors Degree,2023-04-17T15:10:11Z,326,NA,3.6666666666666665,2.3333333333333335,3,3.3333333333333335,3.6666666666666665,1.5555555555555556,4.75,1.5,4,1.75,3.75,1,4.166666666666667,1.4166666666666667,5,3.3333333333333335,6,4.333333333333333,4,6.333333333333333,5,4.666666666666667,1.2,4,1.7909090909090906,4.285714285714286,2,1.5364764267990074,1.6551724137931034,0,0,1.0516717325227964,0,2.25,1.9057071960297767,1.8992805755395683,0,0,1.4893617021276595,0,240,960,2280,1,FALSE,FALSE,FALSE,FALSE,FALSE,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,4,1,4,1,4,1,4,2,5,2,3,1,3,2,5,2,3,1,5,2,5,4,6,6,3,4,3,2,6,6,6,5,4,6,3,3,5,4,5,2,7,5,7,7,1,1,1,3,1,2,1,1,4,4,4,4,4,4,4,4,4,5,5,4,5,5,1,1,1,1,4,4,4,4,4,1,2,1,1,1,1.7738095238095235,0.9168940709501364,1.892857142857143,0.9764326469858595
4386635,1,United Kingdom,NA,29,11,Man,Working full-time,Vocational or Similar,2023-02-13T17:03:47Z,924,"N/A 

I use gaming to relax in the mornings after feeding my baby and he's sleeping",NA,NA,NA,NA,NA,NA,5,1,5,1.25,5,1,5,1.0833333333333333,7,1,6.666666666666667,1,5,2,6.222222222222222,1.3333333333333333,1,3.8,1.1090909090909087,4.214285714285714,NA,NA,NA,0,1.488095238095238,2.428571428571429,0,NA,NA,NA,0.08333333333333333,2.461388888888889,3.0654761904761907,0,120,360,840,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,2,3,4,5,1,5,3,1,5,3,1,5,4,1,5,3,1,3,1,2,1,1,1,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,1,5,1,5,1,7,7,7,7,1,1,1,1,7,7,6,7,1,1,1,1,4,4,7,4,1,1,4,1,1,1,1,1,1,1,1,1,5,3,4,5,4,5,4,5,4,2,5,4,5,4,1,1,1,1,5,4,1,5,4,1,1,1,1,1,NA,NA,NA,NA
2166460,3,United Kingdom,NA,29,11,Man,Working full-time,Some Secondary,NA,NA,NA,3,4.666666666666667,3.3333333333333335,4.333333333333333,3.3333333333333335,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6630412,5,United Kingdom,British Time (UK),49,31,Man,Working full-time,University Bachelors Degree,2023-04-17T08:31:32Z,456,"Moved onto a narrowboat so didn't have Xbox for 4 days. Felt like I was missing something, like an addiction. Microsoft reward points require daily log on so felt like I needed to get back online.",4.666666666666667,3.6666666666666665,3.6666666666666665,3,3.6666666666666665,3,2.25,4,2.25,4,2.25,3.5,2.25,3.8333333333333335,3.6666666666666665,5,4.666666666666667,5,3,4,3.777777777777778,4.666666666666667,2.2,3,3.554545454545455,3.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,600,1800,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,4,3,4,2,3,2,4,2,4,2,4,3,4,2,4,2,4,2,4,5,3,3,3,5,5,5,6,5,4,5,3,5,5,5,6,3,2,3,3,2,5,5,5,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,2,4,3,3,3,4,3,5,5,5,3,3,3,3,3,2,4,2,1,2,0,0,0,0
1848269,1,United Kingdom,NA,28,10,Man,Unemployed and looking for work,Completed Secondary School,2023-02-13T17:04:20Z,1161,No,NA,NA,NA,NA,NA,NA,3.25,2.5,3,2,4.25,1,3.5,1.8333333333333333,4.666666666666667,3.6666666666666665,5.333333333333333,2,4.333333333333333,1.6666666666666667,4.777777777777778,2.444444444444444,1.8,3.2,3.018181818181818,3.7142857142857144,NA,NA,NA,3.3333333333333335,3.535714285714286,2.625,0,NA,NA,NA,3.5833333333333335,3.642857142857143,3.732142857142857,0,300,1200,2400,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,3,3,3,5,2,3,1,4,5,5,3,3,2,2,3,3,1,2,1,2,1,1,1,3,3,2,5,1,4,1,3,3,4,1,2,2,3,2,4,1,2,3,4,3,4,1,4,2,5,4,4,5,4,3,4,1,6,5,5,5,4,1,1,1,4,4,5,4,2,1,2,1,1,3,3,2,3,3,2,3,4,3,4,4,4,4,4,3,4,3,3,3,5,4,1,1,1,1,3,4,3,3,3,2,2,2,2,1,NA,NA,NA,NA
331323,3,United Kingdom,British Time (UK),38,20,Man,Working full-time,Vocational or Similar,2023-03-17T21:34:08Z,578,Some massive issues at work with staffing issues and personal car and finance issues. Been tired a lot more.,4.333333333333333,3.6666666666666665,3,4,4.333333333333333,2.888888888888889,2,4.5,3.25,3.5,4.5,1,3.25,3,5.333333333333333,3.6666666666666665,3,6.333333333333333,1.3333333333333333,1,3.222222222222222,3.6666666666666665,1.2,1.8,2.881818181818182,2.9285714285714284,0.3333333333333333,0.5973015873015872,0.5297619047619048,0.08333333333333333,0.5359801488833748,1.0776482262465887,0,0.3333333333333333,0.7282539682539683,0.6071428571428572,0.08333333333333333,0.7503722084367246,1.2443562391466139,0,120,420,1200,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,4,4,2,4,4,1,3,3,2,5,4,1,3,5,2,5,5,1,3,2,6,5,4,5,4,5,2,7,3,3,3,5,6,6,7,5,2,2,1,1,1,1,1,4,3,3,2,1,3,2,2,2,2,2,1,4,4,4,2,4,3,3,3,3,4,2,2,2,2,6,3,1,2,1,2,1,1,1,2,1,0.4741269841269842,1.5837261225502357,0.49793650793650795,1.6134954105680974
6512287,5,United Kingdom,British Time (UK),33,15,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-04-16T18:06:49Z,435,I did not get a job that I had applied for. It has made me feel more depressed than normal and I have also not felt like I had the time to do the gaming that might have relaxed me.,4,4,4,3.3333333333333335,4.333333333333333,2,2.75,4.25,3.5,3.5,3,3.5,3.0833333333333335,3.75,6.333333333333333,4,5,2.3333333333333335,2.3333333333333335,4.333333333333333,4.555555555555555,3.555555555555556,1.8,3.2,3.7545454545454553,3.2857142857142856,0,0.5240694789081887,1.5539568345323742,2.6969444444444446,0.7080745341614906,0.5227963525835867,0,0,0.6193548387096773,1.8554403373852641,3.113611111111111,0.9316770186335402,0.9787234042553191,0,0,720,1440,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,96,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,3,4,3,4,3,3,4,4,4,5,3,3,3,4,2,3,3,4,4,2,7,6,6,6,3,5,4,5,5,5,5,5,1,3,3,2,4,2,2,1,5,4,4,6,3,4,4,4,3,5,3,4,3,3,2,4,4,4,3,4,3,3,3,2,5,3,1,1,1,1,3,5,3,2,3,2,3,2,1,1,2.5833333333333335,1.494418258496651,3.0909126984126987,1.9907516745224512
342223,1,United States,NA,28,10,Woman,A homemaker or stay-at-home parent,Completed Secondary School,2023-02-13T17:04:30Z,890,"No, my gaming and well being have been the same the past 2 weeks",NA,NA,NA,NA,NA,NA,3.5,2.75,4,2.25,5,1,4.166666666666667,2,5.666666666666667,3.6666666666666665,6.666666666666667,2,6,4.333333333333333,6.111111111111112,3.3333333333333335,1,3.4,2.6000000000000005,3.7857142857142856,NA,NA,NA,1.5833333333333333,4.333333333333333,4.4642857142857135,0,NA,NA,NA,1.8333333333333333,4.809523809523809,4.904761904761906,0,480,1800,3600,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,4,2,3,5,1,4,4,2,4,4,3,4,4,2,4,3,1,3,1,3,1,1,3,1,4,3,5,1,4,2,4,3,5,1,4,1,3,2,5,1,4,3,3,3,5,1,4,3,5,7,6,5,5,2,4,2,6,7,7,6,2,2,2,2,7,4,7,4,7,2,4,1,2,2,3,2,2,2,2,1,3,4,3,3,4,4,3,4,4,4,4,4,5,4,1,2,1,2,4,4,4,3,2,1,1,1,1,1,NA,NA,NA,NA
5028879,3,United States,NA,22,4,Man,Student,Prefer not to say,NA,NA,NA,2.6666666666666665,3.6666666666666665,3,3.3333333333333335,2,3.5555555555555554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6856042,5,United States,NA,27,9,Man,Working full-time,Some University but no degree,NA,NA,NA,3.6666666666666665,4,3,3.6666666666666665,2.6666666666666665,1.6666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
