randomID,wave,country,timeZone,age,years_over18,gender,employment,eduLevel,RecordedDate,duration,confounds,extraversion,agreeableness,conscientiousness,negEmotionality,openmindedness,igd,autoSatGen,autoFrusGen,compSatGen,compFrusGen,relSatGen,relFrusGen,needSatGen,needFrusGen,autoSatGames,autoFrusGames,compSatGames,compFrusGames,relSatGames,relFrusGames,needSatGames,needFrusGames,negAffect,posAffect,dep,genWb,playtimePrevDay,playtimePrevWeek,playtimePrev2Weeks,playtimeNextDay,playtimeNextWeek,playtimeNext2Weeks,playtimeWholeStudy,playtimeHomePrevDay,playtimeHomePrevWeek,playtimeHomePrev2Weeks,playtimeHomeNextDay,playtimeHomeNextWeek,playtimeHomeNext2Weeks,playtimeHomeWholeStudy,srPlayDay,srPlayWeek,srPlay2Weeks,displacement,isDropped,isInactive,isUntrustworthy,isCareless,failedAttentionCheck,otherPeopleShare,xboxShare,xboxShareWholeStudy,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_11,bfi_12,bfi_13,bfi_14,bfi_15,igd_1,igd_2,igd_3,igd_4,igd_5,igd_6,igd_7,igd_8,igd_9,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24,bang_1,bang_2,bang_3,bang_4,bang_5,bang_6,bang_7,bang_8,bang_9,bang_10,bang_11,bang_12,bang_13,bang_14,bang_15,bang_16,bang_17,bang_18,bang_19,bang_20,bang_21,bang_22,bang_23,bang_24,dep_1,dep_2,dep_3,dep_4,dep_5,dep_6,dep_7,dep_8,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14,displace_1,displace_2,displace_3,displace_4,affect_1,affect_2,affect_3,affect_4,affect_5,affect_6,affect_7,affect_8,affect_9,affect_10,playtimePrevWeek_lag1,playtimePrev2Weeks_lag1,playtimeHomePrevWeek_lag1,playtimeHomePrev2Weeks_lag1
4524159,4,United Kingdom,NA,36,18,Man,Working full-time,Some University but no degree,2023-04-02T07:59:13Z,901,NA,NA,NA,NA,NA,NA,NA,2.75,4,2.5,4.75,3.5,3,2.9166666666666665,3.9166666666666665,5.333333333333333,5,5.666666666666667,4.333333333333333,3.6666666666666665,4,4.888888888888888,4.444444444444444,3,2.6,2.872727272727273,2.9285714285714284,2.1666666666666665,1.5,1.8159265690895559,4.083333333333333,2.857142857142857,2.024311585214587,0,2.6666666666666665,2,2.1791118829074674,4.416666666666667,3.226190476190476,2.3279583229967757,0,0,330,1500,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,4,2,4,3,2,3,5,2,4,3,3,2,5,3,4,4,4,3,5,5,5,3,6,4,5,6,2,6,6,5,5,6,2,5,2,1,6,6,4,4,3,5,2,2,2,3,3,3,2,3,2,3,2,2,3,3,4,3,3,2,3,3,3,4,3,1,2,1,2,2,1,4,2,4,3,4,2,4,2,2.1320099255583127,2.9166666666666665,2.358312655086849,3.261904761904762
2249194,6,United Kingdom,NA,22,4,Man,Unemployed and looking for work,Vocational or Similar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2091643,2,United Kingdom,British Time (UK),36,18,Woman,Working full-time,University Bachelors Degree,2023-03-03T18:37:16Z,393,I have covid so off work most of this week and have been playing games more,3.6666666666666665,2.6666666666666665,3.3333333333333335,3,3.6666666666666665,1.2222222222222223,4.25,1.75,4,2.25,4,1.75,4.083333333333333,1.9166666666666667,6.666666666666667,1,5,1,4.666666666666667,2,5.4444444444444455,1.3333333333333333,1,3,1.7545454545454544,4,0,1.3220843672456575,NA,0,1.511904761904762,1.478888888888889,0,0,1.4531017369727046,NA,0,1.7142857142857144,1.6276984126984124,0,480,960,1200,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,2,4,2,4,3,4,2,4,2,4,2,4,2,4,3,5,1,4,1,4,2,6,7,6,7,1,1,1,1,6,5,4,5,1,1,1,1,5,5,5,4,1,4,1,4,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,4,4,2,2,1,1,1,1,1,2.535714285714286,1.5535714285714286,2.726190476190476,1.619047619047619
2343814,4,United Kingdom,NA,42,24,Woman,NA,Completed Secondary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4657559,6,United Kingdom,NA,22,4,Man,Working full-time,Completed Secondary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962043,2,United Kingdom,NA,40,22,Man,Working full-time,Completed Secondary School,2023-02-28T15:49:55Z,514,"Not really, it's my son's birthday soon so have been planning for that, and also have a holiday coming up so been spending time on tripadvisor looking up the area we are staying.",4,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,2.2222222222222223,3.25,4,4.75,1.5,4.25,3,4.083333333333333,2.8333333333333335,5,5.333333333333333,6.333333333333333,1.3333333333333333,1.3333333333333333,1,4.222222222222222,2.5555555555555554,1.2,3.2,2.3,3.4285714285714284,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,150,360,540,3,TRUE,TRUE,FALSE,FALSE,FALSE,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,4,2,3,4,5,2,5,1,4,4,5,4,5,2,3,4,3,4,5,1,5,5,5,5,6,5,5,2,6,7,6,5,1,2,1,1,1,5,2,1,1,1,1,2,1,2,1,3,1,2,3,1,3,4,2,5,3,5,2,4,3,5,3,3,3,3,1,2,4,5,3,4,3,2,4,1,2,1,1,1,0,0,0,0
8174232,4,United Kingdom,NA,44,26,Man,Working full-time,University Bachelors Degree,2023-04-02T21:25:51Z,306,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,1.75,4,1.9166666666666667,6,2,5.333333333333333,2,5,2,5.444444444444444,2,1,3.4,1.1090909090909087,3.7857142857142856,2.9166666666666665,1.5952380952380953,1.1788638055073186,2.4166666666666665,1.630952380952381,1.3872488216323495,0,3.25,1.892857142857143,1.4229719672537833,2.5833333333333335,1.9285714285714286,1.625403125775242,0,240,720,1440,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,6,6,6,6,2,2,2,2,5,6,5,6,2,2,2,2,5,6,5,5,2,2,2,2,1,1,1,2,1,1,1,1,3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,3,4,3,3,4,1,1,1,1,1,0.7622828784119107,1.5833333333333333,0.9528535980148883,1.875
6975483,6,United Kingdom,NA,18,0,Non-binary,Student,Completed Secondary School,2023-05-04T19:50:00Z,1585,NA,NA,NA,NA,NA,NA,NA,2.25,3,2.5,3.5,3,2.25,2.5833333333333335,2.9166666666666665,4.333333333333333,5.666666666666667,4.333333333333333,5.666666666666667,4.666666666666667,5,4.444444444444444,5.4444444444444455,3,2.4,3.4454545454545458,2.7857142857142856,0,0,0,0,0.6318926974664679,0.506454816285998,0,0,0,0,0,0.8584202682563338,0.714995034756703,0,0,60,180,2.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,4,3,3,3,3,2,3,2,3,3,2,3,4,2,3,3,2,2,3,5,3,5,5,5,6,6,6,5,3,5,5,7,5,5,5,3,6,6,5,5,5,5,5,3,3,3,4,3,4,4,3,3,3,2,2,3,2,3,2,3,3,3,3,3,4,2,2,2,5,2,2,2,3,3,3,4,3,3,2,0,0.19443037974683544,0,0.19443037974683544
523611,2,United Kingdom,British Time (UK),32,14,Man,Working part-time,University Bachelors Degree,2023-03-02T17:04:36Z,541,"Good xbox friend I’ve talked to almost daily for a couple of years got a new job with opposite hours to mine, so we’ll barely get to talk anymore. Bit sad about not being able to catch up as often, and been changing my Xbox hours a bit to make the most of the time I’ll get to talk to him",3,3,3.6666666666666665,2.6666666666666665,3.3333333333333335,2.2222222222222223,3.75,2.5,3.75,1.75,5,1,4.166666666666667,1.75,5.666666666666667,3,5.666666666666667,2.3333333333333335,6.333333333333333,1.6666666666666667,5.888888888888889,2.3333333333333335,1.2,2.8,1.6909090909090911,3.5714285714285716,0,3.120595533498759,NA,0,1.7857142857142856,1.505952380952381,0,0,4.001985111662531,NA,0,1.8095238095238098,1.7142857142857144,0,360,1800,4200,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,5,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,4,1,3,2,5,1,4,2,4,3,5,1,3,2,4,3,5,1,4,2,6,6,6,5,4,2,3,2,5,6,6,6,2,3,2,3,7,6,6,6,2,1,2,2,1,1,1,2,1,1,2,1,3,4,3,4,5,4,3,3,4,3,3,4,4,3,2,3,4,5,2,3,3,4,2,1,1,1,1,2,5.726190476190476,2.702380952380953,8.42952380952381,4.047142857142857
4421926,4,United Kingdom,NA,44,26,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-04-02T20:54:12Z,272,NA,NA,NA,NA,NA,NA,NA,3.25,2.75,3.25,2.75,3.75,2,3.4166666666666665,2.5,5.666666666666667,4.333333333333333,5.666666666666667,2,4,2.6666666666666665,5.111111111111112,3,1.8,2.6,2.8909090909090907,3,2,2.0833333333333335,1.7147109898288266,0,1.1547619047619047,1.92904986355743,0,2,2.0952380952380953,1.7921111386752666,0,1.1785714285714286,2.1195733068717444,0,120,480,960,3.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,2,3,2,4,2,3,3,3,4,4,2,3,4,3,3,3,2,3,2,5,6,5,6,4,4,5,2,5,6,6,5,2,2,2,3,4,4,4,4,4,2,2,4,2,2,2,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,3,3,4,3,4,3,3,5,2,3,3,3,2,2,3,2,1,1,1.34590570719603,2.172619047619048,1.4888337468982629,2.2261904761904763
7778532,6,United Kingdom,NA,28,10,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-05-03T22:03:00Z,608,No major events,NA,NA,NA,NA,NA,NA,4.25,1.75,3.75,2.75,5,1,4.333333333333333,1.8333333333333333,6,2.3333333333333335,4,5,6,3,5.333333333333333,3.4444444444444446,1.2,3.6,1.1090909090909087,4.285714285714286,2.1666666666666665,0.7380952380952382,0.5672617550917777,0.6666666666666666,0.09538002980625931,0.7984111221449852,0,2.75,2,1.5147095800854915,0.6666666666666666,0.09538002980625931,0.8341608738828202,0,150,420,1200,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,4,3,4,1,5,1,4,2,5,2,5,1,4,3,4,2,5,1,3,3,6,6,6,6,3,3,1,3,3,4,5,4,5,5,5,5,6,6,6,6,3,3,3,4,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,4,4,5,4,4,5,4,1,1,2,1,3,4,4,4,3,1,2,1,1,1,0.3916369199388068,0.6716641679160419,1.01580826109128,1.7211394302848575
9967554,2,United Kingdom,British Time (UK),27,9,Man,Working full-time,Completed Secondary School,2023-02-28T15:24:08Z,550,NA,2.6666666666666665,4,4.333333333333333,4,2.6666666666666665,1.6666666666666667,2,4,4.25,2.5,2,3,2.75,3.1666666666666665,5,4,3.6666666666666665,3.3333333333333335,3,4.666666666666667,3.888888888888889,4,1.8,1.8,3.3090909090909095,2.2857142857142856,1.0833333333333333,4.976190476190476,NA,2.0905923344947737,0.7741935483870968,2.911436368146862,0,1.25,5.25,NA,3.0104529616724736,0.9171215880893301,3.1138675266683205,0,180,2340,4680,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,3,2,2,5,2,2,5,4,2,5,2,5,4,2,3,2,1,3,5,2,5,4,5,6,5,3,4,6,4,5,2,4,3,5,2,3,4,1,4,1,4,4,6,4,3,3,1,4,1,4,4,4,1,1,4,2,2,4,2,3,1,2,3,3,2,2,1,1,1,3,1,1,4,1,2,1,1,2,1,4,4.869047619047619,1.886904761904762,5.845238095238094,1.892857142857143
9653508,4,United Kingdom,NA,43,25,Man,Working full-time,University Bachelors Degree,2023-04-02T17:04:43Z,636,I have been applying for a promotion within my organisation and so have spent time preparing for this and less time on video games,NA,NA,NA,NA,NA,NA,4,1.5,4,1.75,4.25,1,4.083333333333333,1.4166666666666667,5.666666666666667,2.6666666666666665,6,2,4.666666666666667,2,5.4444444444444455,2.222222222222222,1,3.4,2.181818181818182,4.142857142857143,1.25,0.8571428571428572,0.8514016373108411,0.6666666666666666,1.0952380952380951,0.5537087571322253,0,1.6666666666666667,1,1.0062019350037212,0.6666666666666666,1.3452380952380953,0.756139915653684,0,60,240,420,2.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,2,4,1,4,1,4,2,4,2,4,1,4,2,4,2,5,1,4,1,6,5,6,6,2,3,3,2,6,6,6,6,2,2,2,2,5,5,5,4,2,2,2,2,1,1,2,3,2,1,2,1,4,4,3,4,3,5,4,5,4,4,4,5,5,4,2,2,2,5,4,4,4,2,3,1,1,1,1,1,0.8456575682382134,1.3392857142857144,1.0124069478908189,1.5773809523809523
3470303,6,United Kingdom,NA,18,0,Man,Student,Some University but no degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5664433,2,United Kingdom,British Time (UK),27,9,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-02-28T16:17:38Z,378,"I'm going on a holiday this week so I've been preparing, lessening my time gaming.",3,4,3,3.3333333333333335,2.3333333333333335,1.4444444444444444,4,1.5,4.5,1.5,4.75,1.75,4.416666666666667,1.5833333333333333,5.333333333333333,3,6,4.666666666666667,2,3.3333333333333335,4.444444444444444,3.6666666666666665,1,2.6,1.7545454545454544,3.857142857142857,8,2.2738095238095237,NA,0.6689895470383275,0.9829478908188585,2.2565120317539074,0,8,2.4404761904761907,NA,0.6689895470383275,0.9948585607940447,2.298189034978913,0,180,420,1200,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,55,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,2,4,2,4,2,4,2,5,1,4,2,5,2,4,1,4,1,5,1,5,2,5,6,6,5,3,2,4,1,6,6,6,4,6,5,3,5,2,2,2,2,1,5,4,1,1,2,1,1,1,1,1,1,3,4,4,3,4,5,4,4,4,4,4,3,4,4,1,2,1,1,2,2,3,2,4,1,1,1,1,1,3.3333333333333335,0.5178571428571428,3.3809523809523805,0.5297619047619048
7377738,4,United Kingdom,NA,50,32,Man,Working full-time,Completed Secondary School,2023-04-01T17:58:56Z,154,NA,NA,NA,NA,NA,NA,NA,3.25,3.75,3.25,3,3.5,2,3.3333333333333335,2.9166666666666665,4,4,4,4,3.6666666666666665,4.666666666666667,3.888888888888889,4.222222222222222,2.6,2.6,2.8,3.7857142857142856,0.4166666666666667,4.407301587301587,3.228260977424957,0.9166666666666666,5.297619047619048,5.154761904761906,0,0.4166666666666667,4.847777777777778,4.835802530389482,1.0833333333333333,5.75,6.482142857142858,0,420,1440,6000,2.5,FALSE,FALSE,FALSE,TRUE,TRUE,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,4,2,3,3,3,1,1,4,3,5,4,1,4,4,3,5,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,4,1,2,1,1,1,4,4,3,4,3,3,4,3,5,4,5,3,5,3,3,4,4,4,3,2,1,4,3,2,3,1,3,4,2,1,3,2.060545905707196,2.147539682539682,4.835732009925559,2.338015873015873
2614240,6,United Kingdom,NA,27,9,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2023-05-04T15:31:00Z,557,NA,NA,NA,NA,NA,NA,NA,2.5,3.5,1.75,4.25,5,2.5,3.0833333333333335,3.4166666666666665,5.666666666666667,4.333333333333333,6.333333333333333,2,4.666666666666667,2.3333333333333335,5.555555555555556,2.888888888888889,2,2.4,3.7363636363636368,3,6.5,5.107142857142858,3.3298585256887567,1.5,9.218479880774963,7.227408142999007,0,6.833333333333333,5.416666666666667,3.5085629188384218,2.5833333333333335,9.731147540983606,7.561072492552134,0,300,1200,2100,5.75,FALSE,FALSE,FALSE,FALSE,FALSE,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,2,4,2,2,5,2,2,4,2,4,5,2,2,4,2,4,5,2,1,5,5,6,7,6,5,3,5,3,6,6,7,5,1,3,2,2,5,5,6,3,3,3,1,2,4,4,3,3,4,3,4,4,2,2,3,2,5,3,3,3,4,2,2,3,5,3,5,5,7,6,3,3,3,1,2,2,1,2,2,3,1.5499254843517138,3.36,1.5976154992548435,3.6030379746835446
8018433,2,United Kingdom,NA,26,8,Man,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",NA,NA,NA,3,4,3.6666666666666665,3,3.3333333333333335,2.3333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9262663,4,United Kingdom,NA,29,11,Man,Working full-time,University Bachelors Degree,2023-04-01T18:21:11Z,401,I have undertaken a job interview and have another interview in the next week,NA,NA,NA,NA,NA,NA,3,2,4,1.75,5,1,4,1.5833333333333333,5.666666666666667,2.6666666666666665,4.666666666666667,1.6666666666666667,2.3333333333333335,1,4.222222222222222,1.7777777777777777,1.2,3,2.336363636363636,3.9285714285714284,5.646944444444444,6.5328968253968265,5.959811461175888,0.4166666666666667,6.547619047619048,7.011904761904761,0,7.313611111111111,6.890039682539682,6.209873480525924,0.5,6.702380952380952,7.369047619047619,0,360,1200,2400,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,1,4,2,3,1,5,1,4,2,3,1,5,1,4,2,2,3,5,1,4,1,5,6,7,6,2,3,3,4,5,5,4,6,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,1,2,5,3,4,5,3,3,4,4,4,4,4,5,5,1,1,1,1,3,4,4,2,2,1,2,1,1,1,5.398352357320099,7.523809523809524,5.541280397022333,7.857142857142858
9111256,6,United Kingdom,NA,32,14,Man,Working full-time,University Bachelors Degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6415683,2,United Kingdom,British Time (UK),27,9,Woman,Working part-time,Vocational or Similar,2023-02-28T15:36:29Z,663,No,4,3,4.666666666666667,4.333333333333333,3.3333333333333335,1.4444444444444444,4.75,1.25,5,1,5,1,4.916666666666667,1.0833333333333333,7,2,7,1.3333333333333333,6.333333333333333,1,6.777777777777778,1.4444444444444444,1.4,3.8,2.454545454545455,3.7857142857142856,11.774722222222222,5.182103174603174,NA,8.504808362369339,1.6163176178660053,1.8915604068469363,0,13,5.967817460317461,NA,8.839303135888503,1.7116029776674935,2.1594839990076906,0,600,2400,6000,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,5,1,4,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,1,7,7,7,7,2,2,2,1,7,7,7,6,2,1,1,2,6,7,7,6,1,1,1,2,1,1,2,2,2,2,2,2,4,4,3,4,4,4,4,4,3,4,3,4,4,4,1,1,1,2,4,4,4,4,3,1,2,2,1,1,2.428571428571429,0.27976190476190477,2.452380952380953,0.2916666666666667
