Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Video games,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
643eaa236aad2ac0d0d97dea,60d43e59cced38b25b96be84,APPROVED,2023-04-18T14:33:11.261000Z,2023-04-18T14:38:44.766000Z,2023-04-18T15:57:07.262000,2023-04-18T14:38:45.161692Z,334,C1I6GZK1,180,13 hours or more,20,Male,White,Poland,United Kingdom,Poland,Polish,Yes,Unemployed (and job seeking)
643eaa259906d811192cf336,5bb105d357281d0001ff257b,APPROVED,2023-04-18T14:33:16.053000Z,2023-04-18T14:42:12.824000Z,2023-04-18T15:57:07.379000,2023-04-18T14:42:13.437703Z,537,C1I6GZK1,303,13 hours or more,24,Male,Mixed,Chile,Chile,Chile,Spanish,No,Full-Time
643eaa26f7d6f376e3dcc868,5c2cdd5a5005b60001acf35a,APPROVED,2023-04-18T14:33:10.966000Z,2023-04-18T14:58:22.628000Z,2023-04-18T15:57:07.498000,2023-04-18T14:58:54.789360Z,1512,C1I6GZK1,215,13 hours or more,23,Male,White,Poland,Poland,Poland,Polish,Yes,Other
643eaa2aca37b00889a17f54,5f008bb06e7dc419c43ee3e9,APPROVED,2023-04-18T14:33:14.964000Z,2023-04-18T14:40:40.956000Z,2023-04-18T15:57:07.615000,2023-04-18T14:40:41.322867Z,446,C1I6GZK1,412,13 hours or more,29,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Other
643eaa2be0677b47f5ab9460,603a58f0ae671e61ca915868,APPROVED,2023-04-18T14:33:18.577000Z,2023-04-18T14:43:56.492000Z,2023-04-18T15:57:07.740000,2023-04-18T14:43:56.974478Z,638,C1I6GZK1,122,13 hours or more,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Full-Time
643eaa2f99ea023209c3186d,5e8ae3cd2c382479f5db5d87,APPROVED,2023-04-18T14:33:19.084000Z,2023-04-18T14:39:37.172000Z,2023-04-18T15:57:17.556000,2023-04-18T14:39:37.594010Z,379,C1I6GZK1,553,0-3 hours,27,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
643eaa31551401961b47efe1,5cade139dc2eb10001cc06b6,APPROVED,2023-04-18T14:35:51.107000Z,2023-04-18T14:51:20.668000Z,2023-04-18T15:57:07.866000,2023-04-18T14:51:21.160212Z,930,C1I6GZK1,7,3-6 hours,24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
643eaa31e2cacdf6f6d70cb8,5a0b46e0844c7a00015e4d13,APPROVED,2023-04-18T14:33:26.731000Z,2023-04-18T14:43:25.147000Z,2023-04-18T15:57:17.678000,2023-04-18T14:43:25.575339Z,599,C1I6GZK1,58,6-9 hours,29,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
643eaa329ce42e8245c8c868,5c66ce46df26f300010b0385,APPROVED,2023-04-18T14:33:22.143000Z,2023-04-18T14:42:29.965000Z,2023-04-18T15:57:07.984000,2023-04-18T14:42:30.411383Z,548,C1I6GZK1,152,13 hours or more,25,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
643eaa37a632d7daa5b3bbfa,5ff122683e41f7d5a5240cdd,APPROVED,2023-04-18T14:33:27.277000Z,2023-04-18T14:43:05.439000Z,2023-04-18T15:57:08.113000,2023-04-18T14:43:05.800071Z,579,C1I6GZK1,363,13 hours or more,26,Male,White,Italy,Italy,Italy,Italian,No,Part-Time
643eaa3d248983d33c787029,5fc3076da684f6269b6b4b6b,APPROVED,2023-04-18T14:33:33.865000Z,2023-04-18T14:43:03.886000Z,2023-04-18T15:57:08.233000,2023-04-18T14:43:04.355378Z,571,C1I6GZK1,106,13 hours or more,36,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time
643eaa3f2fd717aafbc17eed,5fc89a7141443c21dd1ccd2b,APPROVED,2023-04-18T14:33:35.836000Z,2023-04-18T14:41:35.957000Z,2023-04-18T15:57:08.355000,2023-04-18T14:41:36.373497Z,481,C1I6GZK1,203,13 hours or more,23,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
643eaa4109e2c4668b47eff8,6052978fd989c3a10f890c3a,APPROVED,2023-04-18T14:33:37.981000Z,2023-04-18T14:52:42.215000Z,2023-04-18T15:57:08.488000,2023-04-18T14:52:42.699429Z,1145,C1I6GZK1,281,13 hours or more,28,Male,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,DATA_EXPIRED
643eaa466f8ac06beb4b4f83,5fb813023bdaed4bc4bd3967,APPROVED,2023-04-18T14:33:42.910000Z,2023-04-18T14:53:41.637000Z,2023-04-18T15:57:08.612000,2023-04-18T14:53:42.066328Z,1199,C1I6GZK1,336,3-6 hours,47,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
643eaa4926659ad5d4a7d358,605c693aa4492bfd4f6c0ec9,APPROVED,2023-04-18T14:33:49.648000Z,2023-04-18T14:41:15.414000Z,2023-04-18T15:57:08.734000,2023-04-18T14:41:15.870616Z,446,C1I6GZK1,184,0-3 hours,43,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaa4ad733f02fcc9cdbf5,5ef0c6b4583f1b141f6c99d9,APPROVED,2023-04-18T14:34:10.639000Z,2023-04-18T14:53:59.127000Z,2023-04-18T15:57:08.853000,2023-04-18T14:54:00.585299Z,1189,C1I6GZK1,305,6-9 hours,28,Male,White,United Kingdom,Spain,United Kingdom,English,No,Full-Time
643eaa4b05cae2c10f98edfe,60ae1fbc211488ad968ac509,APPROVED,2023-04-18T14:33:47.140000Z,2023-04-18T14:40:07.644000Z,2023-04-18T15:57:08.987000,2023-04-18T14:40:09.153112Z,381,C1I6GZK1,248,10-12 hours,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
643eaa50067b1bde0fcdeca1,5cf958b0302ee700151b81cc,APPROVED,2023-04-18T14:39:40.636000Z,2023-04-18T14:57:30.108000Z,2023-04-18T15:57:09.100000,2023-04-18T14:57:54.264026Z,1070,C1I6GZK1,588,13 hours or more,31,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
643eaa50243b9759a7a18005,5ef1f739408c1d81b823f3b3,APPROVED,2023-04-18T14:35:36.725000Z,2023-04-18T14:44:47.632000Z,2023-04-18T15:57:17.804000,2023-04-18T14:44:52.667050Z,551,C1I6GZK1,317,3-6 hours,39,Female,White,United Kingdom,Sweden,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
643eaa515d649b28036dee84,6081276cab2c41e58d3635f1,APPROVED,2023-04-18T14:33:53.825000Z,2023-04-18T14:40:47.318000Z,2023-04-18T15:57:09.217000,2023-04-18T14:40:48.324200Z,414,C1I6GZK1,63,3-6 hours,20,Male,White,Spain,Spain,Spain,Spanish,Yes,DATA_EXPIRED
643eaa5358e0956b176c5bd9,5df7a5766887bc54aa8078a9,APPROVED,2023-04-18T14:33:55.356000Z,2023-04-18T14:49:01.976000Z,2023-04-18T15:57:17.921000,2023-04-18T14:49:02.397014Z,907,C1I6GZK1,148,3-6 hours,22,Female,White,Greece,Greece,Greece,Greek,DATA_EXPIRED,DATA_EXPIRED
643eaa543e97ab8ead93bd89,5fb6e5861bd049137876161b,APPROVED,2023-04-18T14:33:56.702000Z,2023-04-18T14:49:37.912000Z,2023-04-18T15:57:09.335000,2023-04-18T14:49:38.333183Z,942,C1I6GZK1,134,6-9 hours,24,Male,White,Hungary,Germany,Hungary,Hungarian,No,Full-Time
643eaa582cd7de731398ed1a,60be6636641f651607257372,APPROVED,2023-04-18T14:34:00.682000Z,2023-04-18T14:55:34.875000Z,2023-04-18T15:57:18.046000,2023-04-18T14:55:40.509798Z,1295,C1I6GZK1,149,3-6 hours,27,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
643eaa5e0eb4880579c318f0,5d9518b5ed0b400016161171,APPROVED,2023-04-18T14:34:06.178000Z,2023-04-18T14:42:58.273000Z,2023-04-18T15:57:09.460000,2023-04-18T14:42:59.645633Z,533,C1I6GZK1,105,13 hours or more,23,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,Yes,Full-Time
643eaa669554155259600c45,5ff98c476483da2858c6b1d9,APPROVED,2023-04-18T14:34:14.586000Z,2023-04-18T14:38:28.608000Z,2023-04-18T15:57:09.581000,2023-04-18T14:38:29.101614Z,255,C1I6GZK1,167,3-6 hours,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
643eaa6d2ab30d387bda2a3e,60ad18618133abd4e6a13f3d,APPROVED,2023-04-18T14:34:21.644000Z,2023-04-18T14:46:31.201000Z,2023-04-18T15:57:09.702000,2023-04-18T14:46:38.115771Z,730,C1I6GZK1,257,10-12 hours,24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
643eaa6eef5dd7eae31b65df,5df938ca8390796b7ce84de1,APPROVED,2023-04-18T14:34:22.374000Z,2023-04-18T14:45:21.754000Z,2023-04-18T15:57:09.821000,2023-04-18T14:45:25.248078Z,660,C1I6GZK1,370,6-9 hours,39,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
643eaa7237206b5cce9ddd6b,6108878a6817adc0fb1bfbf9,APPROVED,2023-04-18T14:34:26.265000Z,2023-04-18T14:52:37.228000Z,2023-04-18T15:57:18.167000,2023-04-18T14:52:39.011062Z,1091,C1I6GZK1,131,10-12 hours,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
643eaa73a4df442a6f70c953,5c98f0f728cfb0001667d035,APPROVED,2023-04-18T14:34:30.289000Z,2023-04-18T14:40:44.019000Z,2023-04-18T15:57:09.939000,2023-04-18T14:40:44.408063Z,374,C1I6GZK1,204,6-9 hours,31,Male,Mixed,Greece,Greece,Greece,Greek,Yes,DATA_EXPIRED
643eaa7896b5cf9ef8bdfa2c,5dada613823b7d0016484453,APPROVED,2023-04-18T14:34:32.274000Z,2023-04-18T14:43:14.596000Z,2023-04-18T15:57:18.284000,2023-04-18T14:43:15.227265Z,523,C1I6GZK1,508,0-3 hours,27,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaa78a456ba36fce73090,60e32283f6d0a670353fa793,APPROVED,2023-04-18T14:34:46.447000Z,2023-04-18T14:44:15.962000Z,2023-04-18T15:57:10.077000,2023-04-18T14:44:16.397331Z,570,C1I6GZK1,165,10-12 hours,24,Male,Mixed,South Africa,South Africa,South Africa,English,No,Part-Time
643eaa7a8d9424509dbe1111,5f034ecf38c5aa527d056830,APPROVED,2023-04-18T14:34:41.244000Z,2023-04-18T14:41:28.769000Z,2023-04-18T15:57:10.209000,2023-04-18T14:41:29.175232Z,408,C1I6GZK1,246,10-12 hours,32,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaa7c46fcc19d41a7d35c,5ba0a1450611410001076625,APPROVED,2023-04-18T14:38:28.964000Z,2023-04-18T14:53:07.610000Z,2023-04-18T15:57:18.427000,2023-04-18T14:53:08.054706Z,879,C1I6GZK1,370,0-3 hours,47,Female,Black,Italy,Italy,Italy,Italian,No,DATA_EXPIRED
643eaa8726659ad5d4a7d366,606a2a1a12dfeb47f347b279,APPROVED,2023-04-18T14:34:53.203000Z,2023-04-18T14:44:47.451000Z,2023-04-18T15:57:18.547000,2023-04-18T14:44:49.719323Z,595,C1I6GZK1,81,10-12 hours,22,Female,White,Poland,Poland,Poland,Polish,Yes,Other
643eaa87da86816522eea9c2,5fa1b15c9727b230c10860bd,APPROVED,2023-04-18T14:34:47.555000Z,2023-04-18T14:44:50.812000Z,2023-04-18T15:57:10.339000,2023-04-18T14:44:52.612612Z,604,C1I6GZK1,36,13 hours or more,22,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
643eaa886d05f889b9a349a4,5bc0ffa6b548c500012783cc,APPROVED,2023-04-18T14:34:57.724000Z,2023-04-18T14:40:34.251000Z,2023-04-18T15:57:10.460000,2023-04-18T14:40:34.671389Z,337,C1I6GZK1,184,3-6 hours,35,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
643eaa89c0c67652deda29bf,5ee24da71deb04305a3c19f2,APPROVED,2023-04-18T14:34:51.973000Z,2023-04-18T14:42:12.587000Z,2023-04-18T15:57:18.670000,2023-04-18T14:42:13.124167Z,441,C1I6GZK1,193,13 hours or more,22,Female,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Other
643eaa8b3faea5e1ededf8b9,6167eea0a4fd7219518e8a16,APPROVED,2023-04-18T14:34:59.960000Z,2023-04-18T14:47:18.127000Z,2023-04-18T15:57:10.576000,2023-04-18T14:47:18.513893Z,739,C1I6GZK1,69,13 hours or more,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
643eaa8f33d42ac11237c6d7,610712983bc34f461900ddc6,APPROVED,2023-04-18T14:34:55.120000Z,2023-04-18T14:43:04.254000Z,2023-04-18T15:57:10.696000,2023-04-18T14:43:05.039097Z,490,C1I6GZK1,269,13 hours or more,28,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
643eaa9063f4539647786fa7,5fbd84fd5877a016876df191,APPROVED,2023-04-18T14:34:56.914000Z,2023-04-18T14:39:04.627000Z,2023-04-18T15:57:10.817000,2023-04-18T14:39:06.412614Z,248,C1I6GZK1,182,13 hours or more,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaa95d96f5f72d01823a0,6097c78000db68ff40b12843,APPROVED,2023-04-18T14:35:05.586000Z,2023-04-18T14:43:07.578000Z,2023-04-18T15:57:10.933000,2023-04-18T14:43:08.019336Z,482,C1I6GZK1,121,0-3 hours,32,Male,White,Italy,Italy,Italy,Italian,Yes,Other
643eaa96ccb489e8e28f67b0,5deaa2b91eb2a9000b98c1e4,APPROVED,2023-04-18T14:35:05.922000Z,2023-04-18T14:48:05.297000Z,2023-04-18T15:57:18.793000,2023-04-18T14:48:05.699416Z,780,C1I6GZK1,144,3-6 hours,33,Female,Mixed,Curacao,Netherlands,Netherlands,Papiamento,No,Unemployed (and job seeking)
643eaa9a61fe796daca3499a,613a9833c9a297f3ac00743f,APPROVED,2023-04-18T14:35:19.858000Z,2023-04-18T14:53:37.046000Z,2023-04-18T15:57:18.915000,2023-04-18T14:53:37.521196Z,1098,C1I6GZK1,79,3-6 hours,25,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
643eaa9abaaa6384749dddb5,5f2448855226b0000a8129e1,APPROVED,2023-04-18T14:35:06.093000Z,2023-04-18T14:42:09.684000Z,2023-04-18T15:57:11.049000,2023-04-18T14:42:10.086695Z,424,C1I6GZK1,439,13 hours or more,22,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Part-Time
643eaa9d998b321e0ee6f9e3,5edaa4924ea9bd6f14f3d618,APPROVED,2023-04-18T14:35:13.359000Z,2023-04-18T14:43:29.444000Z,2023-04-18T15:57:11.163000,2023-04-18T14:43:29.896588Z,497,C1I6GZK1,265,13 hours or more,21,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
643eaaa1d9e82a6ed9929f90,5dc0353028cfb7479e1f7e8d,APPROVED,2023-04-18T14:35:16.124000Z,2023-04-18T15:10:46.081000Z,2023-04-18T15:57:19.040000,2023-04-18T15:10:46.697680Z,2130,C1I6GZK1,330,10-12 hours,25,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
643eaaa4fa26e3925f1b6631,60eebba89f75b48fc7c819a8,APPROVED,2023-04-18T14:35:16.024000Z,2023-04-18T14:44:42.584000Z,2023-04-18T15:57:11.279000,2023-04-18T14:44:43.020185Z,567,C1I6GZK1,340,0-3 hours,39,Male,White,Spain,France,Spain,Spanish,No,Full-Time
643eaaa6a456ba36fce73096,5f4469a101c96e20702a9ece,APPROVED,2023-04-18T14:35:18.535000Z,2023-04-18T14:47:03.681000Z,2023-04-18T15:57:11.397000,2023-04-18T14:47:04.134859Z,706,C1I6GZK1,138,13 hours or more,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
643eaaa975d00dbbfe2cd1ab,61449225bf27372b6b036f5f,APPROVED,2023-04-18T14:35:21.046000Z,2023-04-18T14:39:24.160000Z,2023-04-18T15:57:11.531000,2023-04-18T14:39:24.608938Z,244,C1I6GZK1,138,13 hours or more,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,DATA_EXPIRED
643eaaaaffbd2f2530797fdc,55ca6ddffdf99b58acd1ddc4,APPROVED,2023-04-18T14:35:58.776000Z,2023-04-18T14:49:08.079000Z,2023-04-18T15:57:11.653000,2023-04-18T14:49:08.582419Z,790,C1I6GZK1,636,13 hours or more,35,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaab0b1b23c07294cf8b3,5f69c62d0bda08020d07c27e,APPROVED,2023-04-18T14:35:31.323000Z,2023-04-18T14:37:50.775000Z,2023-04-18T15:57:19.157000,2023-04-18T14:37:51.125814Z,140,C1I6GZK1,447,0-3 hours,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
643eaab212aa3eb11d8e50dd,611c3b92dfff09cc4c9d16e9,APPROVED,2023-04-18T14:35:31.763000Z,2023-04-18T14:49:12.678000Z,2023-04-18T15:57:11.780000,2023-04-18T14:49:13.092838Z,821,C1I6GZK1,163,6-9 hours,25,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Due to start a new job within the next month
643eaab5951df63b04d70caa,5e91a48c9b5ff04d1090a38d,APPROVED,2023-04-18T14:35:33.881000Z,2023-04-18T14:42:02.290000Z,2023-04-18T15:57:11.901000,2023-04-18T14:42:03.230311Z,389,C1I6GZK1,273,6-9 hours,28,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
643eaab629515f9b8e31dede,5f4d16fc2377a097b0a3a648,APPROVED,2023-04-18T14:35:34.535000Z,2023-04-18T14:54:14.594000Z,2023-04-18T15:57:12.022000,2023-04-18T14:54:17.932058Z,1121,C1I6GZK1,111,10-12 hours,24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
643eaab712c8605aa4d89e18,5ee78cdd0103130133fdb204,APPROVED,2023-04-18T14:35:35.301000Z,2023-04-18T14:38:57.324000Z,2023-04-18T15:57:12.142000,2023-04-18T14:38:58.624558Z,203,C1I6GZK1,574,13 hours or more,26,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
643eaab8876115812320e933,5f1219fec1ac14141d488e49,APPROVED,2023-04-18T14:35:36.118000Z,2023-04-18T14:58:14.188000Z,2023-04-18T15:57:19.276000,2023-04-18T14:58:47.588393Z,1359,C1I6GZK1,328,0-3 hours,40,Female,White,Spain,Spain,Spain,Spanish,Yes,Full-Time
643eaabb611f0da3b7e12a24,5ed0b2cfcdc428000987621e,APPROVED,2023-04-18T14:35:39.819000Z,2023-04-18T14:53:52.997000Z,2023-04-18T15:57:12.258000,2023-04-18T14:53:53.437701Z,1094,C1I6GZK1,357,6-9 hours,37,Male,White,Belgium,Belgium,Belgium,Dutch,DATA_EXPIRED,DATA_EXPIRED
643eaac275252c307d4cf895,5c93bd73642b0c00172314eb,APPROVED,2023-04-18T14:35:45.997000Z,2023-04-18T14:42:36.312000Z,2023-04-18T15:57:12.383000,2023-04-18T14:42:36.845499Z,411,C1I6GZK1,505,6-9 hours,26,Male,White,Moldova,Portugal,Portugal,Portuguese,Yes,Full-Time
643eaacdfc5da3d1af8e50a1,60e5ac4f3d93f294f5fa543b,APPROVED,2023-04-18T14:35:57.211000Z,2023-04-18T14:43:23.722000Z,2023-04-18T15:57:19.395000,2023-04-18T14:43:24.431524Z,447,C1I6GZK1,151,0-3 hours,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
643eaace9ced6682741dfb8d,60dae89a5f83408530051f5e,APPROVED,2023-04-18T14:39:06.818000Z,2023-04-18T14:46:14.594000Z,2023-04-18T15:57:12.527000,2023-04-18T14:46:19.371230Z,428,C1I6GZK1,118,10-12 hours,28,Male,White,Italy,Italy,Italy,Italian,Yes,Other
643eaad6d9e82a6ed9929f9b,60e0ba60d52d208f64ad7cab,APPROVED,2023-04-18T14:36:38.049000Z,2023-04-18T14:47:53.381000Z,2023-04-18T15:57:19.519000,2023-04-18T14:47:53.892212Z,676,C1I6GZK1,158,0-3 hours,25,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
643eaade212bfee3853e7135,608f29f8fb5de082970cb20a,APPROVED,2023-04-18T14:36:21.583000Z,2023-04-18T14:43:40.043000Z,2023-04-18T15:57:12.645000,2023-04-18T14:43:40.783997Z,439,C1I6GZK1,345,6-9 hours,31,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eaae75730a2f54f0e1a3b,5e650addc1f6e527c4689310,APPROVED,2023-04-18T14:36:23.440000Z,2023-04-18T14:43:08.172000Z,2023-04-18T15:57:19.640000,2023-04-18T14:43:09.198956Z,405,C1I6GZK1,519,3-6 hours,23,Female,White,Italy,Italy,Italy,Italian,Yes,DATA_EXPIRED
643eaafa43c79fd190bbbfbf,6096719df0721b6ad77942a6,APPROVED,2023-04-18T14:36:42.744000Z,2023-04-18T14:50:01.705000Z,2023-04-18T15:57:19.758000,2023-04-18T14:50:02.181347Z,799,C1I6GZK1,107,13 hours or more,25,Female,White,Sweden,Sweden,Sweden,Swedish,Yes,Other
643eaafee0677b47f5ab9486,5f3692bf1640190638ebb687,APPROVED,2023-04-18T14:36:46.163000Z,2023-04-18T14:58:15.313000Z,2023-04-18T15:57:19.895000,2023-04-18T14:58:43.479990Z,1290,C1I6GZK1,116,10-12 hours,24,Female,White,Brazil,Portugal,Brazil,Portuguese,Yes,Unemployed (and job seeking)
643eab08b7d20b50c7182322,61260e2741183100f61d0382,APPROVED,2023-04-18T14:36:56.224000Z,2023-04-18T14:58:54.552000Z,2023-04-18T15:57:20.050000,2023-04-18T14:59:34.690969Z,1319,C1I6GZK1,278,3-6 hours,23,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Other
643eab09d7a64db3b73163c3,5c2baf76ee08ca0001599a95,APPROVED,2023-04-18T14:36:57.395000Z,2023-04-18T14:42:07.006000Z,2023-04-18T15:57:20.491000,2023-04-18T14:42:07.482767Z,310,C1I6GZK1,48,6-9 hours,23,Female,Mixed,Israel,Israel,Israel,Hebrew,Yes,Part-Time
643eab14426f5b103d0261c2,5c741cdd2af891001707e1e8,APPROVED,2023-04-18T14:37:23.992000Z,2023-04-18T14:47:23.009000Z,2023-04-18T15:57:20.606000,2023-04-18T14:47:23.466767Z,600,C1I6GZK1,593,3-6 hours,34,Female,White,Estonia,Estonia,Estonia,Estonian,No,Unemployed (and job seeking)
643eab16f81fea4242bb4ef4,611cb807922d0db4d7d5a3ac,APPROVED,2023-04-18T14:37:10.469000Z,2023-04-18T14:50:54.605000Z,2023-04-18T15:57:20.724000,2023-04-18T14:50:54.998820Z,825,C1I6GZK1,197,13 hours or more,24,Female,Black,South Africa,South Africa,South Africa,English,No,Other
643eab257d893fa6e6c17eb4,6412fe828882ecbe10b4c9ca,APPROVED,2023-04-18T14:37:41.281000Z,2023-04-18T14:46:20.670000Z,2023-04-18T15:57:20.849000,2023-04-18T14:46:28.015213Z,520,C1I6GZK1,14,6-9 hours,37,Female,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
643eab2e549d4891a6f4e736,63cfe8fe491e0524d16458d8,APPROVED,2023-04-18T14:37:39.146000Z,2023-04-18T14:43:52.695000Z,2023-04-18T15:57:20.977000,2023-04-18T14:43:53.141309Z,374,C1I6GZK1,39,3-6 hours,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
643eab31f8ab28b6db5e149c,5e84590ec0307a017c80955c,APPROVED,2023-04-18T14:37:37.503000Z,2023-04-18T14:43:01.239000Z,2023-04-18T15:57:21.099000,2023-04-18T14:43:01.636616Z,324,C1I6GZK1,107,10-12 hours,21,Female,White,Italy,Italy,Italy,Italian,Yes,Other
643eab3437206b5cce9ddd7e,5f28fc46a241c52993dca6a4,APPROVED,2023-04-18T14:37:40Z,2023-04-18T14:48:43.117000Z,2023-04-18T15:57:13.054000,2023-04-18T14:48:43.490822Z,664,C1I6GZK1,229,13 hours or more,25,Male,Other,Mexico,Mexico,Mexico,English,Yes,Unemployed (and job seeking)
643eab36bc66cc7b2bda2a67,5f04bb887c6da1770e630b70,APPROVED,2023-04-18T14:37:45.458000Z,2023-04-18T14:46:36.077000Z,2023-04-18T15:57:21.219000,2023-04-18T14:46:37.795827Z,531,C1I6GZK1,311,13 hours or more,26,Female,White,Spain,Spain,Spain,Spanish,DATA_EXPIRED,Full-Time
643eab4d6bfa01b3fc4cf863,5c38d25078687a0001db8633,APPROVED,2023-04-18T14:38:11.978000Z,2023-04-18T14:48:48.943000Z,2023-04-18T15:57:21.343000,2023-04-18T14:48:49.288734Z,637,C1I6GZK1,773,13 hours or more,36,Female,White,Italy,Italy,Italy,Italian,No,Part-Time
643eab5075252c307d4cf8a0,60a23ba04a3a2f374dc84c4b,APPROVED,2023-04-18T14:38:14.249000Z,2023-04-18T14:52:53.977000Z,2023-04-18T15:57:21.466000,2023-04-18T14:52:56.086016Z,880,C1I6GZK1,148,3-6 hours,25,Female,White,France,France,France,French,No,DATA_EXPIRED
643eab60d7f4fbad5b1dfc07,60dd7b03f1e72d38230df476,APPROVED,2023-04-18T14:40:20.437000Z,2023-04-18T14:47:51.852000Z,2023-04-18T15:57:21.632000,2023-04-18T14:47:52.287277Z,452,C1I6GZK1,67,3-6 hours,25,Female,Mixed,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
643eab6dea5db925c110e6f0,5e67667c4801cd000ec5bffb,APPROVED,2023-04-18T14:38:37.026000Z,2023-04-18T14:51:23.439000Z,2023-04-18T15:57:21.757000,2023-04-18T14:51:23.834288Z,767,C1I6GZK1,592,3-6 hours,25,Female,White,United Kingdom,Poland,United Kingdom,English,Yes,Full-Time
643eab7d22f7c44e1f8ad09b,609cee0941c579d23a1b8b6b,APPROVED,2023-04-18T14:38:53.936000Z,2023-04-18T14:47:37.233000Z,2023-04-18T15:57:21.885000,2023-04-18T14:47:37.684236Z,524,C1I6GZK1,143,13 hours or more,23,Female,White,Spain,Spain,Spain,Spanish,Yes,Part-Time
643eab852b79d185203e713a,5f549c619d2d4c808c789226,APPROVED,2023-04-18T14:39:01.810000Z,2023-04-18T14:50:36.655000Z,2023-04-18T15:57:22.013000,2023-04-18T14:50:37.611392Z,695,C1I6GZK1,365,6-9 hours,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
643eab8a61b4f1ca55ef51cd,5f06f000c09c7025b54b6a68,APPROVED,2023-04-18T14:39:12.673000Z,2023-04-18T14:50:22.181000Z,2023-04-18T15:57:22.139000,2023-04-18T14:50:22.593141Z,670,C1I6GZK1,225,10-12 hours,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
643eab8f2895a62ab20e19fe,5c449a3175d0ee000197f2ce,APPROVED,2023-04-18T14:40:09.253000Z,2023-04-18T14:47:18.960000Z,2023-04-18T15:57:22.258000,2023-04-18T14:47:19.398731Z,430,C1I6GZK1,354,6-9 hours,36,Female,White,Sweden,Sweden,Sweden,Swedish,DATA_EXPIRED,DATA_EXPIRED
