Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Video games,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
643eaba57c162b2c798f679d,610ec0291eddcdd98691690b,APPROVED,2023-04-18T14:39:33.808000Z,2023-04-18T15:05:33.367000Z,2023-04-18T15:57:22.381000,2023-04-18T15:05:34.297149Z,1560,C1I6GZK1,217,0-3 hours,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
643eaba5ce64f445bfab1b42,5b94fffdaa1729000192a770,APPROVED,2023-04-18T14:39:36.712000Z,2023-04-18T14:44:37.820000Z,2023-04-18T15:57:22.510000,2023-04-18T14:44:38.729721Z,302,C1I6GZK1,263,13 hours or more,25,Female,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
643eabaafe4eb71d8220c7a6,5f4d9d4eda9c14a79d9e821e,APPROVED,2023-04-18T14:39:45.026000Z,2023-04-18T14:46:37.380000Z,2023-04-18T15:57:22.631000,2023-04-18T14:46:37.761136Z,413,C1I6GZK1,183,3-6 hours,54,Female,White,United Kingdom,Canada,Canada,English,No,Part-Time
643eabb35730a2f54f0e1a62,5f4f75dc0e7da9028e1f3d82,APPROVED,2023-04-18T14:39:47.420000Z,2023-04-18T14:46:20.515000Z,2023-04-18T15:57:22.745000,2023-04-18T14:46:23.792903Z,394,C1I6GZK1,378,13 hours or more,22,Female,White,Poland,Poland,Poland,Polish,Yes,Other
643eabc0426f5b103d0261db,5d459d56cb2c450019293bd0,APPROVED,2023-04-18T14:40:00.558000Z,2023-04-18T14:46:32.257000Z,2023-04-18T15:57:22.864000,2023-04-18T14:46:32.959094Z,392,C1I6GZK1,474,0-3 hours,33,Female,White,Poland,Poland,Poland,Polish,No,DATA_EXPIRED
643eabcbea5db925c110e6fd,5ebadcebe54b8507c2f5b71a,APPROVED,2023-04-18T14:40:14.473000Z,2023-04-18T14:51:46.173000Z,2023-04-18T15:57:22.980000,2023-04-18T14:51:46.599703Z,692,C1I6GZK1,159,10-12 hours,25,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eabcf2895a62ab20e1a04,6160cbce61d0279a207ce980,APPROVED,2023-04-18T14:40:20.755000Z,2023-04-18T14:48:09.842000Z,2023-04-18T15:57:23.106000,2023-04-18T14:48:10.395428Z,470,C1I6GZK1,119,6-9 hours,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
643eabd0d5f12a24409cdb5a,5f9c09faaae8a301fef929b4,APPROVED,2023-04-18T14:40:16.313000Z,2023-04-18T14:55:31.630000Z,2023-04-18T15:57:23.232000,2023-04-18T14:55:36.276235Z,916,C1I6GZK1,151,13 hours or more,21,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
643eabd88d9424509dbe114e,5f6132f075b3fa0ac649fd3c,APPROVED,2023-04-18T14:40:24.682000Z,2023-04-18T14:46:33.843000Z,2023-04-18T15:57:23.355000,2023-04-18T14:46:34.251259Z,370,C1I6GZK1,347,0-3 hours,25,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
643eabe10cb3fdb7ab7eb684,5e8a03c98707ab000b65f3bb,APPROVED,2023-04-18T14:40:35.874000Z,2023-04-18T14:46:52.418000Z,2023-04-18T15:57:23.476000,2023-04-18T14:46:53.240193Z,377,C1I6GZK1,299,13 hours or more,30,Female,White,Italy,Italy,Italy,Italian,Yes,Full-Time
643eac01a3b163945e5ec996,601452716515751ad24690f9,APPROVED,2023-04-18T14:41:05.728000Z,2023-04-18T14:48:22.714000Z,2023-04-18T15:57:23.594000,2023-04-18T14:48:23.428179Z,437,C1I6GZK1,75,6-9 hours,23,Female,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
643eac05cada2e66e293be1a,60feadf0d5c4363ce1f0eb44,APPROVED,2023-04-18T14:41:09.858000Z,2023-04-18T14:46:56.472000Z,2023-04-18T15:57:23.714000,2023-04-18T14:46:59.525227Z,347,C1I6GZK1,227,10-12 hours,21,Female,White,Germany,Germany,Germany,Russian,DATA_EXPIRED,DATA_EXPIRED
643eac0c3ab52d0f41dc593d,6139d8c791c9b4805690b33e,APPROVED,2023-04-18T14:41:25.396000Z,2023-04-18T14:45:07.633000Z,2023-04-18T15:57:23.838000,2023-04-18T14:45:09.326847Z,223,C1I6GZK1,196,10-12 hours,29,Female,White,South Africa,South Africa,South Africa,Afrikaans,No,Part-Time
643eac109b8226aecc944df5,5edc02c22514f68b7fe9acb2,APPROVED,2023-04-18T14:41:20.449000Z,2023-04-18T14:51:54.576000Z,2023-04-18T15:57:23.969000,2023-04-18T14:51:54.998722Z,635,C1I6GZK1,129,6-9 hours,21,Female,White,Poland,Poland,Poland,Polish,Yes,DATA_EXPIRED
643eac170c26860cd9c8c8dd,5edad7d6f848291823c5f99c,APPROVED,2023-04-18T14:41:27.231000Z,2023-04-18T15:21:03.096000Z,2023-04-18T15:57:24.089000,2023-04-18T15:21:03.606049Z,2376,C1I6GZK1,104,13 hours or more,22,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
643eac1c794f061ddda15b40,61248cf0f050d7da074abad1,APPROVED,2023-04-18T14:41:53.835000Z,2023-04-18T14:49:44.242000Z,2023-04-18T15:57:24.205000,2023-04-18T14:49:44.658885Z,471,C1I6GZK1,141,0-3 hours,20,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
643eac28f833e83ed1dc5947,601003850fe88f252e98061a,APPROVED,2023-04-18T14:41:50.746000Z,2023-04-18T14:53:35.466000Z,2023-04-18T15:57:24.345000,2023-04-18T14:53:35.907068Z,705,C1I6GZK1,337,6-9 hours,24,Female,White,Germany,Germany,Germany,German,Yes,Unemployed (and job seeking)
643eac2edcef793bab5a356c,605b98c83da1ded576bcf096,APPROVED,2023-04-18T14:41:50.728000Z,2023-04-18T14:54:00.036000Z,2023-04-18T15:57:24.468000,2023-04-18T14:54:00.485987Z,730,C1I6GZK1,241,13 hours or more,20,Female,White,Poland,Poland,Poland,Polish,Yes,DATA_EXPIRED
643eac3cf833e83ed1dc594a,5f117f2b69f65101263bf8d0,APPROVED,2023-04-18T14:42:07.182000Z,2023-04-18T14:48:15.831000Z,2023-04-18T15:57:24.585000,2023-04-18T14:48:18.558171Z,369,C1I6GZK1,573,6-9 hours,24,Female,White,Spain,France,Spain,Spanish,Yes,Unemployed (and job seeking)
643eac44156f76247bdcc815,5bc39907541063000128a24c,APPROVED,2023-04-18T14:42:16.006000Z,2023-04-18T14:47:14.888000Z,2023-04-18T15:57:24.700000,2023-04-18T14:47:15.333468Z,299,C1I6GZK1,212,3-6 hours,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
643eac4507466c494010e71e,5fec594488f057dbd3bdec07,APPROVED,2023-04-18T14:42:13.056000Z,2023-04-18T14:49:55.653000Z,2023-04-18T15:57:24.825000,2023-04-18T14:49:56.192929Z,463,C1I6GZK1,452,6-9 hours,25,Female,White,United Kingdom,Spain,United Kingdom,English,No,Unemployed (and job seeking)
643eac4bb43226ecb132899d,5e67b776ff87e00532d8ddc1,APPROVED,2023-04-18T14:42:19.256000Z,2023-04-18T14:48:09.562000Z,2023-04-18T15:57:24.945000,2023-04-18T14:48:10.539064Z,351,C1I6GZK1,148,10-12 hours,22,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time
643eac52ebfefe1d8abe109d,61445c984906c1189b057dea,APPROVED,2023-04-18T14:42:26.499000Z,2023-04-18T14:49:31.445000Z,2023-04-18T15:57:25.071000,2023-04-18T14:49:32.810096Z,425,C1I6GZK1,219,3-6 hours,24,Female,White,Spain,Spain,Spain,Spanish,No,Part-Time
643eac54fd1f570911f4e736,5ee579ecd4169f2bee94041e,APPROVED,2023-04-18T14:42:31.877000Z,2023-04-18T15:23:27.098000Z,2023-04-18T15:57:25.190000,2023-04-18T15:23:27.550618Z,2456,C1I6GZK1,363,13 hours or more,24,Female,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
643eac6496b5cf9ef8bdfa5f,5c50a6869963920001a8bfb3,APPROVED,2023-04-18T14:42:48.880000Z,2023-04-18T14:56:13.444000Z,2023-04-18T15:57:25.308000,2023-04-18T14:56:16.889481Z,805,C1I6GZK1,284,6-9 hours,34,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
643eac64fc43c4fea0211a51,601c0c561e2f3c66f239f2dc,APPROVED,2023-04-18T14:42:48.953000Z,2023-04-18T14:56:45.387000Z,2023-04-18T15:57:25.438000,2023-04-18T14:56:50.471961Z,837,C1I6GZK1,103,10-12 hours,22,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time
643eac7319113dc8ae47f027,613b71a1c58464499bc49e8f,APPROVED,2023-04-18T14:43:38.327000Z,2023-04-18T14:53:34.430000Z,2023-04-18T15:57:25.555000,2023-04-18T14:53:34.895331Z,597,C1I6GZK1,346,3-6 hours,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
643eac74f5f52c22716dee44,5fb1bda4dc80b7701dea5a79,APPROVED,2023-04-18T14:43:00.086000Z,2023-04-18T14:52:18.604000Z,2023-04-18T15:57:25.676000,2023-04-18T14:52:19.269849Z,559,C1I6GZK1,186,3-6 hours,24,Female,White,Poland,Japan,Poland,Polish,Yes,Due to start a new job within the next month
643eac7934180aab4b344e6f,5f1b74ffdac4b100086d905f,APPROVED,2023-04-18T14:43:05.299000Z,2023-04-18T14:54:51.907000Z,2023-04-18T15:57:25.801000,2023-04-18T14:54:52.294096Z,707,C1I6GZK1,117,13 hours or more,23,Female,White,Poland,Poland,Poland,Polish,Yes,Other
643eac80630a904b9b98edb3,61176bf49777cbfb341a34ae,APPROVED,2023-04-18T14:43:12.581000Z,2023-04-18T15:01:14.054000Z,2023-04-18T15:57:25.922000,2023-04-18T15:01:14.688077Z,1082,C1I6GZK1,155,3-6 hours,38,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
643eac81950c7ece86f4e713,5caf89119495a600180dfc7b,APPROVED,2023-04-18T14:43:16.613000Z,2023-04-18T14:49:43.211000Z,2023-04-18T15:57:26.052000,2023-04-18T14:49:47.586475Z,387,C1I6GZK1,259,3-6 hours,22,Female,Black,United Kingdom,United Kingdom,United Kingdom,Twi,Yes,Unemployed (and job seeking)
643eac863ebe6dbbc7be1091,5a4513a435c9d50001fdbf96,APPROVED,2023-04-18T14:43:24.434000Z,2023-04-18T15:13:22.575000Z,2023-04-18T15:57:26.183000,2023-04-18T15:13:22.958326Z,1799,C1I6GZK1,612,3-6 hours,30,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
643eac86abf3ecca2e786faf,63d1552e3f556a9aa0fc8dfa,APPROVED,2023-04-18T14:43:24.561000Z,2023-04-18T14:49:40.077000Z,2023-04-18T15:57:26.329000,2023-04-18T14:49:41.830354Z,376,C1I6GZK1,23,3-6 hours,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
643eac87d8312b0f8c8e508a,5c82e6982421a3001242eafe,APPROVED,2023-04-18T14:43:23.396000Z,2023-04-18T14:49:06.752000Z,2023-04-18T15:57:26.462000,2023-04-18T14:49:07.297109Z,344,C1I6GZK1,390,3-6 hours,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
643eaca37ed88e5c8fe73091,5ee3ed811359a50d752fa0fc,APPROVED,2023-04-18T14:43:47.710000Z,2023-04-18T14:52:43.999000Z,2023-04-18T15:57:26.583000,2023-04-18T14:52:44.991778Z,537,C1I6GZK1,299,13 hours or more,28,Female,White,Italy,Italy,Italy,Italian,No,Unemployed (and job seeking)
643eaca3ef5dd7eae31b6621,5f28196752b92a0a83d7a9db,APPROVED,2023-04-18T14:43:51.534000Z,2023-04-18T14:55:20.709000Z,2023-04-18T15:57:26.701000,2023-04-18T14:55:23.617075Z,690,C1I6GZK1,465,0-3 hours,31,Female,White,Latvia,United Kingdom,Latvia,Russian,No,Full-Time
643eaca5d7bee02d89e73093,6086efbd71dc51bb8d6a1a5e,APPROVED,2023-04-18T14:43:49.119000Z,2023-04-18T14:56:32.860000Z,2023-04-18T15:57:26.825000,2023-04-18T14:56:46.516682Z,764,C1I6GZK1,180,3-6 hours,34,Female,Mixed,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking)
643eacb3a720973a7647ef58,602b586f3a3b7a2a138934b1,APPROVED,2023-04-18T14:44:03.842000Z,2023-04-18T14:56:20.390000Z,2023-04-18T15:57:26.943000,2023-04-18T14:56:33.892823Z,737,C1I6GZK1,519,6-9 hours,21,Female,Black,Italy,Spain,Italy,Italian,Yes,Part-Time
643eacb3b9145a1fbcfa6eb2,59360314da541f000146f49f,APPROVED,2023-04-18T14:44:29.263000Z,2023-04-18T14:50:36.047000Z,2023-04-18T15:57:27.077000,2023-04-18T14:50:36.440204Z,367,C1I6GZK1,946,3-6 hours,35,Female,Black,United States,Canada,United States,English,Yes,DATA_EXPIRED
643eacb9df99cdbd5f3163a8,5bcf4bb932e46700016fd804,APPROVED,2023-04-18T14:44:18.009000Z,2023-04-18T14:53:24.605000Z,2023-04-18T15:57:27.195000,2023-04-18T14:53:24.975258Z,547,C1I6GZK1,366,13 hours or more,23,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
643eaccd8906632c4b797f52,615db8570269283bbe6f3b2b,APPROVED,2023-04-18T14:44:29.094000Z,2023-04-18T14:50:54.155000Z,2023-04-18T15:57:27.317000,2023-04-18T14:50:54.561632Z,386,C1I6GZK1,233,3-6 hours,26,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
643eacce00d9fdd65721c0b6,60fed192ae37691d25db0d6d,APPROVED,2023-04-18T14:44:34.118000Z,2023-04-18T14:49:55.664000Z,2023-04-18T15:57:27.436000,2023-04-18T14:49:57.810702Z,322,C1I6GZK1,391,0-3 hours,34,Female,White,United States,United States,United States,English,No,Full-Time
643eaccea4b6c42184e0cc90,5e96e342070f8a16f7f0ba15,APPROVED,2023-04-18T14:44:36.744000Z,2023-04-18T14:48:55.716000Z,2023-04-18T15:57:27.553000,2023-04-18T14:48:56.138242Z,259,C1I6GZK1,418,6-9 hours,32,Female,White,United States Minor Outlying Islands,United Kingdom,Ireland,English,No,Full-Time
643eacd0f98db49b3e3de689,59d270d6faf42e00012b6cbc,APPROVED,2023-04-18T14:44:36.007000Z,2023-04-18T14:51:56.297000Z,2023-04-18T15:57:27.692000,2023-04-18T14:51:59.262748Z,441,C1I6GZK1,752,0-3 hours,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
643eacd3b9145a1fbcfa6eb4,616494f1ae4537c01914c758,APPROVED,2023-04-18T14:44:42.540000Z,2023-04-18T14:50:05.012000Z,2023-04-18T15:57:27.816000,2023-04-18T14:50:05.460175Z,323,C1I6GZK1,236,3-6 hours,24,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eacd87201ff365947ef7e,5e4b1c2f5bc4e203ab0f3882,APPROVED,2023-04-18T14:44:44.603000Z,2023-04-18T14:54:32.520000Z,2023-04-18T15:57:27.939000,2023-04-18T14:54:36.314930Z,588,C1I6GZK1,368,13 hours or more,34,Female,White,South Africa,Canada,Canada,Afrikaans,No,Full-Time
643eacdb3ebe6dbbc7be109f,616447242501454ed1f17dba,APPROVED,2023-04-18T14:44:47.413000Z,2023-04-18T14:52:44.091000Z,2023-04-18T15:57:28.066000,2023-04-18T14:52:44.462415Z,477,C1I6GZK1,88,3-6 hours,22,Female,White,Belgium,Belgium,Belgium,Dutch,Yes,Other
643eace1b43226ecb13289b9,5fa6f67987c4d53d5abb21cc,APPROVED,2023-04-18T14:44:49.397000Z,2023-04-18T14:55:29.252000Z,2023-04-18T15:57:28.199000,2023-04-18T14:55:38.166635Z,640,C1I6GZK1,254,6-9 hours,21,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
643ead3914370a2a0e10e733,6069b5c42ce20cd296bad67c,APPROVED,2023-04-18T14:46:20.712000Z,2023-04-18T15:03:00.494000Z,2023-04-18T15:57:13.170000,2023-04-18T15:03:00.999818Z,1000,C1I6GZK1,209,6-9 hours,22,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
643eb7f6abd05b3ce0eea95d,609959b59db017b59a4887ff,APPROVED,2023-04-18T15:32:10.671000Z,2023-04-18T15:35:36.823000Z,2023-04-18T15:57:13.291000,2023-04-18T15:35:37.304032Z,207,C1I6GZK1,519,13 hours or more,28,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
643eb7f6f3a96cb897b3bc0e,64147bd031fe8ffa29c456ed,APPROVED,2023-04-18T15:32:17.171000Z,2023-04-18T15:43:53.972000Z,2023-04-18T15:57:13.423000,2023-04-18T15:43:54.872707Z,697,C1I6GZK1,19,13 hours or more,22,Male,White,United Kingdom,Italy,United Kingdom,English,No,Unemployed (and job seeking)
643eb7f8f3a96cb897b3bc0f,5f983f3b00bbab0c4b28149a,APPROVED,2023-04-18T15:32:08.353000Z,2023-04-18T15:42:05.922000Z,2023-04-18T15:57:28.322000,2023-04-18T15:42:06.362329Z,598,C1I6GZK1,440,10-12 hours,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
